Id,t1_m,t1_p,t1_c,t2_m,t2_p,t2_c,t3_m,t3_p,t3_c,t4_m,t4_p,t4_c,t5_m(calc),t5_p(calc),t5_c(calc)
30445,90.0,90.0,90.0,89.0,89.0,88.0,88.0,90.0,90.0,85.0,86.0,85.0,87.0,89.0,88.0
30446,83.0,85.0,82.0,80.0,84.0,85.0,84.0,82.0,80.0,84.0,80.0,85.0,73.0,74.0,61.0
30447,80.0,80.0,80.0,80.0,77.0,75.0,75.0,78.0,76.0,78.0,78.0,76.0,80.0,79.0,76.0
30448,74.0,75.0,72.0,72.0,70.0,72.0,73.0,74.0,74.0,70.0,73.0,70.0,74.0,73.0,74.0
30449,66.0,67.0,67.0,70.0,67.0,65.0,65.0,69.0,66.0,66.0,66.0,67.0,66.0,65.0,69.0
30450,61.0,61.0,61.0,61.0,64.0,60.0,62.0,64.0,61.0,60.0,62.0,60.0,64.0,64.0,60.0
30451,59.0,56.0,56.0,57.0,55.0,56.0,58.0,55.0,56.0,57.0,56.0,60.0,58.0,60.0,57.0
30452,52.0,55.0,54.0,55.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,52.0,52.0,55.0
30453,50.0,45.0,49.0,50.0,45.0,48.0,50.0,47.0,45.0,49.0,49.0,46.0,48.0,50.0,47.0
30454,45.0,45.0,45.0,41.0,40.0,45.0,42.0,43.0,41.0,45.0,,45.0,41.0,42.0,40.0
30455,35.0,37.0,38.0,37.0,38.0,37.0,35.0,38.0,39.0,39.0,38.0,38.0,36.0,37.0,35.0
30456,33.0,30.0,34.0,34.0,31.0,30.0,30.0,34.0,30.0,32.0,34.0,34.0,34.0,30.0,31.0
30457,29.0,29.0,26.0,25.0,29.0,28.0,27.0,30.0,29.0,25.0,26.0,28.0,25.0,28.0,26.0
30458,20.0,10.0,18.0,22.0,12.0,16.0,15.0,14.0,19.0,25.0,13.0,16.0,23.0,23.0,22.0
30459,5.0,0.0,2.0,0.0,7.0,6.0,6.0,6.0,3.0,0.0,9.0,0.0,10.0,3.0,5.0
30460,113.0,120.0,117.0,117.0,117.0,110.0,117.0,110.0,110.0,118.0,118.0,110.0,113.0,111.0,118.0
30461,107.0,110.0,109.0,109.0,105.0,109.0,109.0,110.0,108.0,109.0,108.0,110.0,110.0,105.0,109.0
30462,101.0,105.0,103.0,103.0,103.0,103.0,104.0,103.0,104.0,103.0,104.0,100.0,105.0,102.0,100.0
30463,99.0,96.0,99.0,99.0,95.0,97.0,96.0,99.0,100.0,95.0,100.0,100.0,98.0,98.0,100.0
30464,95.0,94.0,92.0,92.0,95.0,90.0,91.0,92.0,95.0,93.0,94.0,92.0,94.0,90.0,92.0
30465,85.0,87.0,86.0,88.0,85.0,85.0,90.0,88.0,85.0,86.0,88.0,86.0,88.0,85.0,85.0
30466,85.0,84.0,81.0,80.0,84.0,82.0,85.0,80.0,84.0,81.0,85.0,82.0,76.0,67.0,85.0
30467,77.0,78.0,75.0,76.0,76.0,77.0,76.0,79.0,79.0,77.0,76.0,76.0,75.0,77.0,80.0
30468,72.0,72.0,71.0,72.0,73.0,75.0,75.0,72.0,73.0,70.0,72.0,75.0,71.0,72.0,73.0
30469,69.0,69.0,69.0,67.0,66.0,65.0,68.0,65.0,66.0,70.0,68.0,65.0,65.0,70.0,66.0
30470,61.0,62.0,64.0,62.0,65.0,60.0,63.0,62.0,64.0,60.0,65.0,63.0,65.0,62.0,62.0
30471,59.0,55.0,59.0,57.0,57.0,57.0,60.0,56.0,57.0,56.0,58.0,59.0,55.0,57.0,58.0
30472,52.0,51.0,52.0,52.0,54.0,52.0,,55.0,,50.0,51.0,55.0,55.0,51.0,54.0
30473,50.0,47.0,46.0,50.0,50.0,49.0,45.0,46.0,50.0,50.0,50.0,46.0,46.0,45.0,50.0
30474,42.0,45.0,41.0,42.0,44.0,43.0,44.0,44.0,43.0,40.0,45.0,41.0,43.0,41.0,41.0
30475,39.0,40.0,36.0,38.0,37.0,40.0,38.0,39.0,38.0,37.0,37.0,40.0,39.0,37.0,35.0
30476,30.0,32.0,30.0,33.0,35.0,31.0,33.0,30.0,30.0,33.0,35.0,33.0,30.0,30.0,30.0
30477,26.0,26.0,30.0,28.0,30.0,29.0,27.0,29.0,26.0,27.0,25.0,25.0,28.0,27.0,29.0
30478,16.0,17.0,24.0,14.0,16.0,13.0,13.0,25.0,19.0,11.0,23.0,13.0,10.0,17.0,15.0
30479,7.0,1.0,1.0,4.0,10.0,3.0,6.0,9.0,2.0,9.0,3.0,1.0,8.0,1.0,3.0
30480,119.0,119.0,115.0,118.0,113.0,120.0,116.0,120.0,112.0,110.0,119.0,113.0,118.0,111.0,
30481,109.0,107.0,109.0,107.0,108.0,105.0,110.0,106.0,107.0,105.0,109.0,107.0,109.0,105.0,108.0
30482,101.0,101.0,105.0,103.0,102.0,105.0,101.0,103.0,101.0,104.0,104.0,101.0,100.0,102.0,105.0
30483,95.0,96.0,99.0,96.0,99.0,97.0,95.0,97.0,96.0,96.0,97.0,99.0,100.0,96.0,96.0
30484,92.0,94.0,93.0,90.0,90.0,92.0,93.0,95.0,91.0,90.0,94.0,93.0,90.0,91.0,95.0
30485,90.0,90.0,88.0,87.0,89.0,86.0,86.0,89.0,86.0,87.0,89.0,87.0,88.0,85.0,86.0
30486,85.0,85.0,81.0,80.0,83.0,83.0,82.0,83.0,84.0,83.0,82.0,82.0,68.0,75.0,60.0
30487,77.0,76.0,76.0,76.0,79.0,80.0,75.0,80.0,77.0,78.0,75.0,80.0,76.0,78.0,80.0
30488,71.0,72.0,74.0,73.0,71.0,70.0,75.0,72.0,70.0,72.0,74.0,71.0,75.0,72.0,71.0
30489,70.0,70.0,69.0,65.0,66.0,70.0,65.0,68.0,68.0,66.0,66.0,66.0,66.0,65.0,65.0
30490,60.0,62.0,61.0,62.0,63.0,64.0,65.0,62.0,63.0,60.0,60.0,65.0,63.0,60.0,63.0
30491,56.0,57.0,60.0,58.0,60.0,57.0,59.0,60.0,55.0,58.0,56.0,58.0,55.0,55.0,60.0
30492,50.0,52.0,54.0,54.0,51.0,54.0,54.0,53.0,53.0,53.0,51.0,51.0,52.0,55.0,53.0
30493,49.0,45.0,45.0,50.0,50.0,46.0,49.0,45.0,49.0,48.0,49.0,46.0,47.0,50.0,48.0
30494,45.0,44.0,40.0,45.0,43.0,41.0,45.0,41.0,45.0,42.0,43.0,44.0,40.0,44.0,44.0
30495,37.0,37.0,40.0,39.0,39.0,40.0,36.0,40.0,36.0,38.0,36.0,39.0,35.0,38.0,39.0
30496,34.0,30.0,30.0,35.0,30.0,34.0,32.0,31.0,35.0,32.0,32.0,32.0,30.0,30.0,32.0
30497,30.0,27.0,27.0,28.0,27.0,27.0,26.0,30.0,25.0,25.0,30.0,28.0,25.0,29.0,26.0
30498,14.0,14.0,13.0,20.0,23.0,10.0,24.0,21.0,24.0,15.0,23.0,17.0,11.0,10.0,12.0
30499,7.0,7.0,8.0,5.0,0.0,9.0,8.0,4.0,10.0,7.0,2.0,7.0,1.0,6.0,7.0
30500,115.0,116.0,118.0,116.0,111.0,112.0,113.0,116.0,119.0,116.0,110.0,118.0,118.0,110.0,115.0
30501,106.0,108.0,109.0,109.0,110.0,109.0,108.0,109.0,110.0,107.0,109.0,107.0,107.0,105.0,107.0
30502,105.0,101.0,105.0,103.0,105.0,104.0,100.0,100.0,100.0,101.0,105.0,105.0,100.0,101.0,102.0
30503,99.0,95.0,97.0,100.0,97.0,100.0,99.0,100.0,98.0,96.0,95.0,98.0,98.0,98.0,96.0
30504,95.0,93.0,92.0,90.0,93.0,90.0,94.0,90.0,95.0,93.0,91.0,93.0,93.0,90.0,90.0
30505,85.0,87.0,85.0,89.0,90.0,85.0,88.0,89.0,86.0,86.0,90.0,87.0,86.0,86.0,87.0
30506,83.0,81.0,85.0,,81.0,83.0,81.0,82.0,85.0,80.0,85.0,,77.0,78.0,73.0
30507,75.0,77.0,78.0,76.0,79.0,80.0,75.0,78.0,79.0,78.0,78.0,77.0,77.0,77.0,79.0
30508,73.0,74.0,74.0,73.0,73.0,75.0,74.0,73.0,74.0,70.0,74.0,70.0,72.0,70.0,75.0
30509,69.0,69.0,67.0,67.0,68.0,70.0,65.0,67.0,70.0,69.0,69.0,66.0,65.0,69.0,67.0
30510,60.0,60.0,64.0,64.0,61.0,63.0,63.0,62.0,65.0,61.0,63.0,61.0,62.0,65.0,62.0
30511,59.0,56.0,59.0,60.0,57.0,59.0,59.0,59.0,60.0,58.0,55.0,57.0,59.0,59.0,
30512,52.0,55.0,51.0,54.0,55.0,53.0,52.0,54.0,54.0,53.0,50.0,50.0,54.0,54.0,55.0
30513,45.0,45.0,48.0,47.0,47.0,49.0,48.0,46.0,49.0,49.0,48.0,48.0,45.0,48.0,47.0
30514,41.0,41.0,40.0,42.0,43.0,41.0,45.0,43.0,42.0,42.0,43.0,44.0,45.0,,42.0
30515,37.0,36.0,38.0,38.0,36.0,40.0,35.0,39.0,37.0,40.0,37.0,35.0,39.0,40.0,35.0
30516,34.0,35.0,31.0,34.0,33.0,33.0,35.0,30.0,33.0,34.0,31.0,33.0,32.0,34.0,31.0
30517,25.0,28.0,28.0,26.0,25.0,30.0,30.0,30.0,30.0,28.0,30.0,27.0,27.0,28.0,28.0
30518,22.0,21.0,17.0,17.0,14.0,11.0,22.0,19.0,12.0,24.0,18.0,11.0,14.0,12.0,18.0
30519,9.0,2.0,2.0,7.0,10.0,10.0,6.0,1.0,8.0,10.0,0.0,9.0,9.0,9.0,2.0
30520,114.0,118.0,117.0,112.0,112.0,119.0,110.0,115.0,114.0,114.0,120.0,120.0,118.0,114.0,119.0
30521,108.0,110.0,105.0,109.0,108.0,108.0,109.0,109.0,110.0,109.0,110.0,107.0,105.0,110.0,110.0
30522,102.0,100.0,105.0,105.0,105.0,101.0,104.0,102.0,103.0,102.0,100.0,100.0,100.0,101.0,104.0
30523,97.0,96.0,99.0,98.0,100.0,95.0,98.0,100.0,97.0,97.0,97.0,97.0,96.0,95.0,99.0
30524,94.0,91.0,94.0,91.0,91.0,92.0,93.0,95.0,95.0,92.0,93.0,94.0,93.0,93.0,90.0
30525,86.0,87.0,85.0,90.0,90.0,90.0,88.0,87.0,85.0,85.0,89.0,85.0,89.0,90.0,89.0
30526,85.0,84.0,84.0,81.0,85.0,80.0,85.0,85.0,83.0,83.0,82.0,85.0,56.0,62.0,55.0
30527,80.0,77.0,76.0,79.0,77.0,77.0,79.0,79.0,79.0,80.0,75.0,75.0,80.0,80.0,80.0
30528,75.0,72.0,75.0,70.0,,71.0,73.0,73.0,73.0,70.0,74.0,73.0,74.0,72.0,70.0
30529,69.0,70.0,69.0,65.0,70.0,70.0,68.0,66.0,68.0,67.0,68.0,68.0,66.0,65.0,69.0
30530,60.0,65.0,65.0,62.0,64.0,63.0,64.0,63.0,64.0,61.0,60.0,60.0,62.0,61.0,62.0
30531,55.0,55.0,59.0,60.0,55.0,57.0,55.0,55.0,55.0,56.0,59.0,59.0,56.0,60.0,58.0
30532,50.0,53.0,51.0,53.0,52.0,51.0,55.0,,51.0,54.0,50.0,54.0,51.0,54.0,50.0
30533,49.0,49.0,46.0,50.0,50.0,49.0,46.0,46.0,48.0,46.0,45.0,50.0,50.0,50.0,45.0
30534,43.0,41.0,41.0,41.0,40.0,45.0,41.0,43.0,40.0,42.0,40.0,42.0,43.0,45.0,43.0
30535,38.0,39.0,36.0,39.0,36.0,39.0,39.0,35.0,39.0,39.0,40.0,36.0,35.0,40.0,40.0
30536,35.0,32.0,35.0,32.0,30.0,31.0,35.0,31.0,31.0,35.0,35.0,35.0,34.0,31.0,35.0
30537,30.0,29.0,26.0,28.0,26.0,27.0,30.0,26.0,30.0,29.0,27.0,25.0,27.0,30.0,25.0
30538,22.0,15.0,15.0,25.0,16.0,21.0,12.0,18.0,14.0,15.0,19.0,24.0,12.0,19.0,12.0
30539,0.0,2.0,6.0,7.0,9.0,5.0,7.0,10.0,5.0,9.0,5.0,3.0,1.0,6.0,8.0
30540,119.0,112.0,118.0,118.0,116.0,118.0,111.0,112.0,114.0,114.0,120.0,120.0,118.0,113.0,114.0
30541,109.0,105.0,110.0,105.0,110.0,108.0,105.0,110.0,109.0,105.0,106.0,109.0,109.0,108.0,109.0
30542,105.0,104.0,105.0,105.0,100.0,103.0,102.0,104.0,101.0,101.0,100.0,103.0,104.0,101.0,102.0
30543,98.0,96.0,96.0,97.0,96.0,97.0,96.0,100.0,99.0,99.0,99.0,97.0,96.0,97.0,100.0
30544,91.0,95.0,93.0,95.0,93.0,94.0,95.0,92.0,90.0,90.0,92.0,93.0,95.0,91.0,90.0
30545,85.0,85.0,89.0,87.0,90.0,88.0,86.0,86.0,86.0,88.0,90.0,88.0,86.0,87.0,89.0
30546,83.0,85.0,,80.0,81.0,85.0,81.0,84.0,85.0,80.0,81.0,81.0,71.0,78.0,81.0
30547,76.0,77.0,77.0,75.0,78.0,75.0,78.0,75.0,80.0,80.0,76.0,79.0,75.0,79.0,79.0
30548,74.0,75.0,73.0,72.0,73.0,73.0,72.0,75.0,75.0,73.0,72.0,74.0,74.0,71.0,70.0
30549,66.0,66.0,66.0,68.0,69.0,67.0,69.0,66.0,67.0,70.0,68.0,69.0,66.0,65.0,65.0
30550,64.0,60.0,63.0,61.0,61.0,64.0,60.0,64.0,61.0,,60.0,65.0,64.0,64.0,60.0
30551,57.0,60.0,56.0,58.0,60.0,59.0,58.0,56.0,57.0,57.0,56.0,56.0,59.0,57.0,57.0
30552,50.0,55.0,51.0,53.0,51.0,50.0,55.0,54.0,50.0,53.0,50.0,51.0,54.0,50.0,50.0
30553,47.0,45.0,49.0,48.0,50.0,45.0,47.0,49.0,47.0,46.0,49.0,47.0,45.0,45.0,50.0
30554,44.0,45.0,40.0,42.0,42.0,40.0,44.0,40.0,42.0,45.0,45.0,45.0,43.0,40.0,43.0
30555,35.0,38.0,40.0,36.0,37.0,40.0,38.0,40.0,40.0,38.0,38.0,,35.0,40.0,38.0
30556,35.0,33.0,30.0,34.0,32.0,31.0,,32.0,34.0,32.0,30.0,33.0,32.0,34.0,31.0
30557,26.0,30.0,28.0,29.0,28.0,27.0,26.0,30.0,,29.0,29.0,29.0,29.0,26.0,25.0
30558,23.0,22.0,24.0,25.0,17.0,23.0,,21.0,12.0,10.0,17.0,10.0,25.0,14.0,24.0
30559,5.0,0.0,2.0,3.0,8.0,4.0,6.0,0.0,8.0,4.0,7.0,1.0,4.0,5.0,1.0
30560,120.0,112.0,115.0,115.0,114.0,116.0,115.0,115.0,118.0,113.0,113.0,118.0,114.0,117.0,118.0
30561,110.0,109.0,105.0,107.0,107.0,107.0,110.0,109.0,106.0,106.0,106.0,110.0,109.0,105.0,108.0
30562,104.0,105.0,102.0,100.0,104.0,101.0,105.0,100.0,100.0,105.0,105.0,100.0,105.0,105.0,103.0
30563,100.0,97.0,99.0,95.0,100.0,96.0,100.0,99.0,100.0,96.0,97.0,95.0,99.0,100.0,96.0
30564,92.0,90.0,93.0,95.0,92.0,94.0,95.0,94.0,92.0,93.0,93.0,94.0,,93.0,91.0
30565,90.0,87.0,87.0,86.0,86.0,87.0,90.0,90.0,89.0,90.0,86.0,88.0,85.0,85.0,90.0
30566,82.0,84.0,82.0,84.0,83.0,82.0,82.0,85.0,82.0,80.0,85.0,83.0,57.0,57.0,67.0
30567,77.0,76.0,77.0,79.0,77.0,80.0,78.0,80.0,79.0,79.0,76.0,79.0,75.0,80.0,79.0
30568,73.0,74.0,70.0,73.0,75.0,71.0,73.0,70.0,72.0,71.0,75.0,73.0,72.0,72.0,74.0
30569,70.0,66.0,70.0,67.0,67.0,70.0,67.0,67.0,65.0,67.0,68.0,68.0,70.0,67.0,68.0
30570,62.0,61.0,65.0,62.0,63.0,65.0,64.0,63.0,60.0,64.0,64.0,60.0,64.0,63.0,65.0
30571,58.0,56.0,59.0,55.0,57.0,60.0,57.0,60.0,,58.0,60.0,60.0,58.0,56.0,57.0
30572,51.0,51.0,54.0,50.0,54.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,55.0,50.0,54.0
30573,49.0,45.0,46.0,45.0,50.0,48.0,49.0,48.0,45.0,47.0,47.0,45.0,48.0,48.0,47.0
30574,41.0,45.0,42.0,41.0,45.0,43.0,41.0,45.0,42.0,40.0,45.0,40.0,40.0,41.0,45.0
30575,38.0,39.0,37.0,39.0,37.0,39.0,40.0,38.0,38.0,39.0,39.0,38.0,35.0,36.0,35.0
30576,32.0,30.0,30.0,34.0,35.0,30.0,31.0,33.0,32.0,30.0,35.0,31.0,33.0,32.0,32.0
30577,29.0,30.0,27.0,30.0,28.0,28.0,25.0,25.0,26.0,30.0,29.0,29.0,28.0,25.0,26.0
30578,16.0,23.0,19.0,23.0,20.0,11.0,12.0,14.0,13.0,16.0,11.0,21.0,11.0,19.0,18.0
30579,8.0,10.0,1.0,2.0,5.0,6.0,1.0,9.0,7.0,4.0,7.0,7.0,4.0,4.0,10.0
30580,116.0,116.0,116.0,110.0,110.0,115.0,110.0,111.0,118.0,118.0,115.0,111.0,117.0,111.0,110.0
30581,105.0,109.0,106.0,110.0,109.0,108.0,107.0,108.0,109.0,105.0,108.0,106.0,109.0,109.0,109.0
30582,100.0,101.0,102.0,102.0,100.0,102.0,100.0,100.0,100.0,104.0,,102.0,100.0,101.0,103.0
30583,98.0,100.0,98.0,98.0,95.0,95.0,95.0,98.0,99.0,100.0,97.0,97.0,98.0,96.0,97.0
30584,90.0,91.0,90.0,93.0,91.0,92.0,90.0,94.0,94.0,92.0,94.0,90.0,90.0,94.0,95.0
30585,90.0,86.0,86.0,85.0,86.0,87.0,87.0,86.0,90.0,89.0,87.0,85.0,89.0,86.0,87.0
30586,82.0,84.0,84.0,82.0,85.0,84.0,85.0,80.0,82.0,82.0,80.0,81.0,75.0,85.0,55.0
30587,76.0,76.0,76.0,78.0,80.0,75.0,80.0,78.0,78.0,78.0,78.0,76.0,76.0,75.0,75.0
30588,75.0,74.0,74.0,74.0,73.0,71.0,73.0,74.0,70.0,75.0,72.0,72.0,75.0,71.0,71.0
30589,66.0,70.0,66.0,68.0,67.0,67.0,68.0,67.0,70.0,68.0,67.0,68.0,66.0,70.0,66.0
30590,65.0,61.0,63.0,65.0,60.0,61.0,65.0,60.0,63.0,61.0,65.0,61.0,62.0,64.0,63.0
30591,59.0,60.0,55.0,60.0,56.0,56.0,55.0,59.0,60.0,56.0,60.0,56.0,59.0,56.0,60.0
30592,51.0,55.0,53.0,50.0,55.0,51.0,55.0,54.0,55.0,51.0,51.0,50.0,55.0,53.0,51.0
30593,49.0,46.0,47.0,45.0,49.0,45.0,50.0,49.0,46.0,47.0,50.0,50.0,50.0,48.0,49.0
30594,44.0,40.0,44.0,43.0,43.0,42.0,44.0,44.0,40.0,44.0,42.0,43.0,40.0,43.0,
30595,37.0,35.0,35.0,40.0,38.0,38.0,38.0,35.0,38.0,40.0,35.0,37.0,37.0,37.0,35.0
30596,34.0,35.0,30.0,31.0,31.0,31.0,31.0,31.0,33.0,32.0,31.0,31.0,32.0,31.0,31.0
30597,30.0,29.0,26.0,26.0,27.0,28.0,29.0,27.0,27.0,25.0,29.0,30.0,29.0,30.0,29.0
30598,22.0,16.0,16.0,15.0,,14.0,21.0,14.0,19.0,14.0,21.0,19.0,20.0,22.0,13.0
30599,10.0,4.0,8.0,5.0,1.0,3.0,3.0,5.0,7.0,6.0,5.0,5.0,8.0,3.0,1.0
30600,113.0,111.0,110.0,115.0,116.0,117.0,115.0,116.0,111.0,119.0,113.0,119.0,115.0,116.0,118.0
30601,108.0,110.0,107.0,110.0,107.0,105.0,107.0,105.0,108.0,108.0,110.0,106.0,107.0,109.0,110.0
30602,102.0,103.0,100.0,103.0,100.0,103.0,104.0,101.0,101.0,102.0,104.0,100.0,104.0,104.0,102.0
30603,98.0,96.0,98.0,95.0,95.0,100.0,100.0,,95.0,100.0,96.0,95.0,99.0,100.0,98.0
30604,91.0,91.0,93.0,91.0,92.0,90.0,92.0,93.0,95.0,94.0,92.0,92.0,92.0,94.0,91.0
30605,86.0,87.0,87.0,86.0,89.0,90.0,88.0,90.0,89.0,87.0,88.0,88.0,88.0,87.0,86.0
30606,82.0,80.0,80.0,82.0,85.0,83.0,84.0,84.0,83.0,80.0,81.0,83.0,82.0,60.0,73.0
30607,76.0,79.0,77.0,77.0,80.0,75.0,77.0,79.0,78.0,79.0,80.0,75.0,75.0,79.0,80.0
30608,74.0,72.0,74.0,73.0,75.0,72.0,75.0,70.0,75.0,71.0,73.0,73.0,74.0,70.0,74.0
30609,68.0,70.0,66.0,70.0,70.0,68.0,66.0,69.0,69.0,68.0,65.0,70.0,65.0,66.0,69.0
30610,65.0,65.0,61.0,61.0,61.0,65.0,62.0,65.0,60.0,61.0,65.0,65.0,64.0,61.0,61.0
30611,57.0,58.0,60.0,59.0,58.0,57.0,55.0,55.0,58.0,59.0,59.0,58.0,59.0,58.0,60.0
30612,54.0,52.0,50.0,53.0,54.0,51.0,55.0,53.0,55.0,53.0,50.0,53.0,53.0,51.0,50.0
30613,48.0,47.0,46.0,45.0,50.0,48.0,49.0,46.0,46.0,48.0,50.0,46.0,46.0,47.0,50.0
30614,41.0,45.0,40.0,44.0,42.0,41.0,45.0,44.0,43.0,42.0,40.0,44.0,43.0,41.0,45.0
30615,37.0,36.0,39.0,40.0,40.0,39.0,40.0,40.0,35.0,39.0,37.0,37.0,38.0,39.0,36.0
30616,35.0,35.0,34.0,32.0,35.0,30.0,33.0,30.0,30.0,31.0,31.0,32.0,30.0,34.0,34.0
30617,30.0,25.0,27.0,28.0,27.0,28.0,30.0,28.0,26.0,26.0,30.0,25.0,29.0,29.0,29.0
30618,20.0,19.0,21.0,17.0,15.0,22.0,21.0,20.0,11.0,24.0,10.0,19.0,14.0,21.0,11.0
30619,1.0,0.0,7.0,4.0,1.0,3.0,1.0,10.0,7.0,0.0,8.0,8.0,4.0,8.0,8.0
30620,116.0,118.0,115.0,115.0,115.0,120.0,118.0,113.0,110.0,115.0,114.0,113.0,119.0,113.0,113.0
30621,105.0,106.0,108.0,109.0,107.0,110.0,106.0,108.0,107.0,109.0,108.0,110.0,105.0,110.0,106.0
30622,102.0,104.0,101.0,104.0,104.0,103.0,105.0,104.0,105.0,101.0,104.0,100.0,100.0,102.0,101.0
30623,97.0,95.0,97.0,100.0,96.0,98.0,95.0,95.0,95.0,95.0,95.0,98.0,98.0,100.0,100.0
30624,90.0,95.0,92.0,95.0,90.0,91.0,92.0,91.0,94.0,94.0,92.0,95.0,94.0,90.0,95.0
30625,89.0,85.0,87.0,87.0,89.0,89.0,88.0,89.0,85.0,86.0,87.0,85.0,89.0,89.0,90.0
30626,81.0,83.0,84.0,82.0,83.0,84.0,85.0,80.0,84.0,80.0,82.0,80.0,54.0,58.0,72.0
30627,79.0,78.0,77.0,78.0,78.0,79.0,78.0,78.0,78.0,78.0,78.0,77.0,77.0,76.0,79.0
30628,73.0,75.0,72.0,,71.0,72.0,72.0,70.0,71.0,70.0,72.0,71.0,74.0,71.0,70.0
30629,65.0,68.0,70.0,68.0,67.0,67.0,70.0,70.0,67.0,67.0,69.0,70.0,70.0,67.0,70.0
30630,65.0,60.0,65.0,65.0,61.0,62.0,64.0,64.0,63.0,64.0,61.0,61.0,60.0,60.0,60.0
30631,60.0,55.0,56.0,58.0,57.0,58.0,60.0,60.0,56.0,58.0,58.0,55.0,60.0,58.0,59.0
30632,55.0,54.0,50.0,53.0,51.0,55.0,50.0,54.0,50.0,54.0,51.0,55.0,55.0,52.0,52.0
30633,47.0,47.0,48.0,50.0,50.0,48.0,46.0,47.0,50.0,50.0,48.0,46.0,48.0,49.0,48.0
30634,45.0,43.0,42.0,42.0,43.0,42.0,44.0,45.0,45.0,45.0,40.0,43.0,44.0,44.0,43.0
30635,40.0,36.0,37.0,38.0,40.0,35.0,39.0,38.0,38.0,38.0,40.0,39.0,37.0,36.0,40.0
30636,32.0,33.0,35.0,32.0,31.0,32.0,34.0,32.0,34.0,34.0,30.0,35.0,32.0,33.0,30.0
30637,25.0,27.0,30.0,25.0,25.0,29.0,27.0,29.0,30.0,25.0,28.0,29.0,28.0,29.0,27.0
30638,12.0,16.0,15.0,13.0,12.0,14.0,21.0,13.0,20.0,14.0,13.0,20.0,14.0,19.0,14.0
30639,0.0,1.0,6.0,0.0,9.0,2.0,2.0,6.0,10.0,2.0,0.0,3.0,6.0,7.0,9.0
30640,116.0,114.0,111.0,115.0,116.0,110.0,116.0,118.0,118.0,110.0,112.0,120.0,110.0,118.0,119.0
30641,110.0,109.0,109.0,107.0,109.0,108.0,106.0,110.0,110.0,110.0,106.0,105.0,106.0,110.0,109.0
30642,101.0,104.0,105.0,105.0,104.0,100.0,104.0,103.0,103.0,100.0,103.0,103.0,104.0,100.0,101.0
30643,97.0,95.0,100.0,100.0,99.0,96.0,95.0,95.0,96.0,96.0,96.0,96.0,97.0,97.0,95.0
30644,93.0,93.0,95.0,92.0,92.0,90.0,93.0,95.0,90.0,91.0,95.0,91.0,95.0,90.0,94.0
30645,88.0,86.0,87.0,86.0,89.0,86.0,89.0,87.0,86.0,90.0,87.0,90.0,85.0,89.0,89.0
30646,82.0,82.0,82.0,84.0,83.0,85.0,85.0,82.0,82.0,80.0,83.0,80.0,78.0,70.0,55.0
30647,76.0,80.0,78.0,79.0,79.0,76.0,76.0,78.0,77.0,78.0,76.0,80.0,80.0,76.0,79.0
30648,74.0,70.0,71.0,74.0,71.0,70.0,73.0,75.0,74.0,71.0,73.0,74.0,74.0,72.0,73.0
30649,68.0,68.0,67.0,70.0,70.0,67.0,69.0,68.0,65.0,67.0,69.0,68.0,70.0,70.0,67.0
30650,62.0,64.0,65.0,61.0,63.0,63.0,64.0,64.0,62.0,62.0,61.0,65.0,60.0,61.0,62.0
30651,,55.0,55.0,55.0,60.0,55.0,56.0,55.0,57.0,59.0,57.0,60.0,55.0,60.0,55.0
30652,51.0,54.0,50.0,51.0,51.0,50.0,53.0,52.0,50.0,51.0,53.0,51.0,52.0,54.0,55.0
30653,47.0,47.0,46.0,47.0,49.0,49.0,50.0,45.0,45.0,45.0,50.0,48.0,45.0,48.0,48.0
30654,40.0,42.0,40.0,42.0,41.0,40.0,41.0,45.0,,44.0,40.0,43.0,45.0,43.0,40.0
30655,39.0,40.0,39.0,39.0,38.0,35.0,39.0,35.0,37.0,37.0,38.0,,36.0,36.0,36.0
30656,31.0,34.0,31.0,31.0,30.0,34.0,35.0,33.0,34.0,32.0,33.0,30.0,30.0,30.0,30.0
30657,27.0,28.0,29.0,26.0,26.0,30.0,27.0,29.0,27.0,29.0,25.0,29.0,29.0,28.0,27.0
30658,,25.0,22.0,25.0,24.0,23.0,12.0,11.0,23.0,15.0,22.0,21.0,13.0,21.0,19.0
30659,5.0,9.0,5.0,2.0,3.0,8.0,4.0,8.0,6.0,5.0,8.0,2.0,6.0,9.0,6.0
30660,120.0,117.0,112.0,111.0,115.0,113.0,119.0,117.0,119.0,112.0,120.0,113.0,117.0,112.0,119.0
30661,109.0,107.0,107.0,110.0,109.0,109.0,108.0,110.0,105.0,106.0,108.0,109.0,106.0,106.0,108.0
30662,100.0,103.0,100.0,101.0,105.0,103.0,105.0,104.0,105.0,103.0,100.0,105.0,102.0,101.0,
30663,100.0,96.0,98.0,100.0,99.0,100.0,96.0,98.0,98.0,99.0,95.0,99.0,99.0,97.0,99.0
30664,92.0,94.0,93.0,90.0,90.0,93.0,91.0,92.0,93.0,91.0,92.0,95.0,91.0,90.0,95.0
30665,90.0,89.0,87.0,89.0,88.0,86.0,88.0,89.0,87.0,85.0,86.0,85.0,85.0,89.0,89.0
30666,81.0,80.0,80.0,,80.0,84.0,83.0,,82.0,81.0,81.0,80.0,55.0,79.0,56.0
