Id,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep
2188159,female,group C,some college,free/reduced,none
2188160,male,group A,associate's degree,standard,completed
2188161,female,group C,some high school,standard,none
2188162,female,group C,some high school,standard,none
2188163,male,group A,some high school,standard,none
2188164,male,group E,bachelor's degree,standard,completed
2188165,male,group C,high school,free/reduced,none
2188166,female,group B,bachelor's degree,standard,none
2188167,male,group D,some college,standard,completed
2188168,female,group B,bachelor's degree,standard,none
2188169,male,group E,some college,standard,none
2188170,male,group A,some college,standard,none
2188171,male,group E,some college,standard,none
2188172,female,group C,high school,free/reduced,completed
2188173,female,group E,associate's degree,standard,completed
2188174,female,group C,some college,standard,completed
2188175,female,group C,high school,free/reduced,completed
2188176,male,group C,high school,free/reduced,completed
2188177,male,group A,some high school,free/reduced,none
2188178,male,group E,high school,standard,none
2188179,female,group C,master's degree,free/reduced,none
2188180,male,group B,some college,free/reduced,completed
2188181,male,group C,bachelor's degree,free/reduced,none
2188182,female,group A,associate's degree,standard,none
2188183,female,group C,associate's degree,standard,none
2188184,male,group A,some college,free/reduced,none
2188185,male,group D,associate's degree,free/reduced,completed
2188186,male,group E,bachelor's degree,standard,completed
2188187,male,group C,some college,standard,none
2188188,male,group D,some college,standard,none
2188189,female,group C,some high school,free/reduced,none
2188190,female,group D,some high school,standard,none
2188191,male,group D,high school,free/reduced,completed
2188192,male,group D,bachelor's degree,standard,none
2188193,male,group A,master's degree,standard,none
2188194,female,group E,high school,standard,none
2188195,male,group B,some college,free/reduced,completed
2188196,male,group D,some college,standard,completed
2188197,female,group C,master's degree,standard,none
2188198,female,group C,associate's degree,standard,none
2188199,female,group D,bachelor's degree,standard,none
2188200,female,group D,bachelor's degree,standard,none
2188201,female,group D,associate's degree,standard,none
2188202,female,group D,master's degree,free/reduced,completed
2188203,female,group C,some college,standard,none
2188204,female,group C,some college,standard,none
2188205,male,group B,high school,standard,completed
2188206,female,group B,master's degree,standard,completed
2188207,male,group C,some high school,standard,completed
2188208,male,group C,some college,standard,completed
2188209,female,group C,some high school,standard,completed
2188210,male,group D,some college,standard,none
2188211,male,group C,bachelor's degree,standard,completed
2188212,male,group C,high school,standard,none
2188213,female,group D,associate's degree,standard,none
2188214,male,group A,high school,standard,none
2188215,female,group E,master's degree,free/reduced,none
2188216,male,group C,some high school,standard,none
2188217,female,group D,some college,standard,none
2188218,male,group E,bachelor's degree,standard,none
2188219,female,group C,high school,standard,completed
2188220,female,group D,associate's degree,free/reduced,none
2188221,female,group C,some college,standard,none
2188222,male,group D,some college,free/reduced,completed
2188223,female,group D,high school,free/reduced,none
2188224,female,group C,some college,standard,none
2188225,male,group C,associate's degree,free/reduced,completed
2188226,male,group C,high school,free/reduced,none
2188227,female,group D,some high school,free/reduced,none
2188228,male,group C,some college,free/reduced,completed
2188229,male,group D,some college,standard,none
2188230,male,group B,bachelor's degree,free/reduced,completed
2188231,female,group C,master's degree,standard,completed
2188232,female,group D,high school,standard,none
2188233,female,group B,some college,standard,completed
2188234,male,group B,some college,standard,none
2188235,female,group E,some college,free/reduced,none
2188236,male,group A,associate's degree,free/reduced,none
2188237,male,group C,some high school,standard,none
2188238,male,group D,some college,free/reduced,completed
2188239,female,group C,some college,free/reduced,none
2188240,male,group D,associate's degree,free/reduced,completed
2188241,female,group E,associate's degree,free/reduced,none
2188242,male,group D,some high school,standard,completed
2188243,male,group C,some college,free/reduced,none
2188244,female,group D,bachelor's degree,standard,completed
2188245,male,group C,some college,standard,none
2188246,male,group D,some high school,standard,none
2188247,male,group C,some college,standard,none
2188248,male,group C,some high school,standard,none
2188249,male,group C,high school,standard,completed
2188250,male,group A,high school,standard,none
2188251,female,group E,some college,standard,completed
2188252,female,group B,high school,standard,none
2188253,male,group E,bachelor's degree,standard,none
2188254,male,group C,some college,free/reduced,completed
2188255,male,group C,high school,free/reduced,none
2188256,male,group B,some high school,free/reduced,completed
2188257,male,group C,bachelor's degree,standard,none
2188258,female,group E,associate's degree,standard,none
2188259,male,group D,some high school,standard,none
2188260,female,group A,associate's degree,free/reduced,completed
2188261,male,group B,high school,free/reduced,completed
2188262,female,group C,bachelor's degree,standard,none
2188263,male,group D,associate's degree,standard,completed
2188264,female,group B,bachelor's degree,standard,completed
2188265,female,group C,some college,free/reduced,none
2188266,male,group B,associate's degree,free/reduced,none
2188267,female,group C,bachelor's degree,standard,completed
2188268,male,group D,bachelor's degree,standard,completed
2188269,female,group C,some college,free/reduced,none
2188270,male,group D,associate's degree,free/reduced,none
2188271,male,group B,associate's degree,standard,none
2188272,female,group C,associate's degree,free/reduced,completed
2188273,female,group E,master's degree,standard,none
2188274,female,group E,high school,standard,completed
2188275,female,group D,some college,standard,completed
2188276,female,group D,associate's degree,free/reduced,completed
2188277,male,group B,high school,free/reduced,none
2188278,female,group C,some high school,standard,none
2188279,female,group D,bachelor's degree,standard,none
2188280,female,group A,bachelor's degree,standard,none
