Id,aluminium,ammonia,arsenic,barium
7142,0.04,17.33,0.1,0.23
7143,0.0,28.88,0.05,0.38
7144,0.09,14.18,0.06,0.59
7145,0.05,26.02,0.1,0.62
7146,0.08,4.71,0.02,1.49
7147,0.05,9.19,0.03,1.73
7148,0.06,20.71,0.05,0.79
7149,0.08,25.9,0.04,0.12
7150,0.06,1.15,0.01,0.12
7151,0.02,14.76,0.01,0.91
7152,0.01,26.26,0.09,1.52
7153,0.0,19.9,0.09,1.02
7154,0.1,10.93,0.07,1.98
7155,0.08,22.94,0.06,1.19
7156,0.03,6.6,0.08,1.48
7157,0.04,22.95,0.0,0.45
7158,0.04,18.82,0.03,0.37
7159,0.08,19.59,0.02,0.1
7160,0.1,13.62,0.01,0.91
7161,0.1,21.32,0.09,1.4
7162,0.1,27.78,0.07,2.77
7163,0.07,18.19,0.06,1.15
7164,,20.25,0.07,0.93
7165,0.02,8.05,0.02,0.26
7166,0.08,11.39,0.0,
7167,0.0,2.22,0.03,0.59
7168,0.04,25.34,0.03,2.5
7169,0.04,0.51,0.04,0.87
7170,0.1,15.55,0.02,0.09
7171,0.03,24.71,0.08,0.1
7172,0.06,4.89,0.07,0.16
7173,0.09,22.01,0.07,0.96
7174,0.06,6.92,0.02,0.54
7175,0.07,6.1,0.09,0.74
7176,0.0,12.38,0.06,0.03
7177,0.02,23.71,0.1,0.75
7178,0.06,15.8,0.06,0.58
7179,0.06,26.52,0.01,0.88
7180,0.09,3.12,0.06,1.77
7181,0.05,0.58,0.0,2.74
7182,0.08,24.87,0.02,0.85
7183,0.05,18.67,0.02,0.16
7184,0.08,16.92,0.09,1.16
7185,0.04,9.29,0.06,0.2
7186,0.04,10.48,0.08,0.28
7187,0.01,18.45,0.05,0.95
7188,0.04,27.79,0.07,2.7
7189,0.03,0.7,0.09,0.29
7190,0.05,8.2,0.08,0.57
7191,0.02,28.49,0.03,0.08
7192,0.03,11.63,0.04,0.94
7193,0.02,26.69,0.08,0.11
7194,0.01,10.11,0.06,0.26
7195,0.08,29.12,0.02,0.84
7196,0.05,15.2,0.05,1.28
7197,0.07,28.24,0.02,1.53
7198,0.09,8.33,0.01,0.68
7199,0.03,14.7,0.09,2.42
7200,0.07,1.66,,0.35
7201,0.0,25.57,0.02,0.86
7202,0.0,23.18,0.04,0.09
7203,0.06,29.11,0.09,1.56
7204,0.09,12.86,0.08,0.56
7205,0.03,8.2,0.06,0.56
7206,0.05,10.84,0.06,0.7
7207,0.07,2.54,0.05,2.07
7208,0.08,24.56,0.03,0.77
7209,0.05,12.39,0.06,0.41
7210,0.09,12.31,0.05,0.21
7211,0.06,17.6,0.01,0.24
7212,0.01,27.52,0.08,1.19
7213,0.02,24.31,0.1,0.12
7214,0.1,1.12,0.03,0.87
7215,0.03,8.72,0.01,0.9
7216,0.0,24.2,0.05,0.68
7217,0.01,28.98,0.05,0.88
7218,0.07,22.08,0.04,0.66
7219,0.06,28.27,0.07,2.91
7220,0.07,12.26,0.06,0.03
7221,0.05,24.06,0.04,0.24
7222,0.07,7.57,0.1,0.16
7223,0.07,28.57,0.02,0.64
7224,0.08,0.14,0.08,1.56
7225,0.05,28.72,0.02,0.23
7226,0.05,8.58,0.07,0.15
7227,0.09,1.93,0.04,0.95
7228,0.04,24.02,0.06,0.02
7229,0.02,4.58,0.05,0.14
7230,0.02,19.93,0.09,0.23
7231,0.06,6.63,0.08,2.57
7232,0.0,28.52,0.01,0.58
7233,0.04,0.41,0.02,0.86
7234,0.03,9.66,0.02,0.45
7235,0.07,13.16,0.01,0.7
7236,0.01,6.06,0.03,1.22
7237,0.04,23.28,0.01,0.16
7238,0.06,20.16,0.06,0.71
7239,0.03,17.88,0.02,0.07
7240,0.01,6.12,0.1,0.15
7241,0.1,29.71,0.1,0.01
7242,0.09,8.03,0.03,0.04
7243,0.03,9.11,0.07,1.15
7244,0.02,28.9,0.05,0.38
7245,0.02,24.53,0.04,0.96
7246,0.09,23.4,0.07,0.86
7247,0.09,18.84,0.05,0.75
7248,0.04,19.88,0.04,0.77
7249,0.04,5.13,0.01,0.67
7250,0.08,2.02,0.09,0.18
7251,0.1,15.9,0.04,0.88
7252,0.07,24.05,0.03,0.44
7253,0.05,28.66,0.02,1.54
7254,0.06,11.53,0.08,0.05
7255,0.09,6.04,0.03,0.16
7256,0.08,5.69,0.08,0.2
7257,0.02,17.82,0.02,0.1
7258,0.01,16.67,0.08,0.81
7259,0.06,17.31,0.09,0.74
7260,0.03,13.91,0.08,1.72
7261,0.1,5.48,0.03,0.32
7262,0.03,22.38,0.02,2.03
7263,0.01,0.11,0.03,0.03
7264,0.05,26.24,0.07,0.19
7265,0.02,10.16,0.1,0.92
7266,0.08,16.7,0.03,0.54
7267,,18.4,0.08,0.32
7268,0.08,14.82,0.01,0.77
7269,0.06,22.68,0.06,0.25
7270,0.04,21.4,0.04,0.58
7271,0.01,22.42,0.09,0.94
7272,0.08,27.15,0.05,1.65
7273,0.08,16.31,0.08,0.93
7274,0.0,17.85,0.09,0.14
7275,0.09,24.69,0.03,0.83
7276,0.07,2.08,0.01,2.37
7277,0.05,27.98,0.01,0.89
7278,0.01,24.83,0.08,0.47
7279,0.07,0.3,0.03,1.84
7280,0.02,9.14,0.09,0.75
7281,0.08,20.64,0.07,0.48
7282,0.04,8.88,0.01,0.44
7283,0.08,13.22,0.09,1.1
7284,0.09,24.03,0.09,2.35
7285,0.01,3.48,0.09,0.23
7286,0.06,27.5,0.09,0.85
7287,0.05,16.48,0.01,0.03
7288,0.1,2.01,0.04,0.9
7289,0.02,19.16,0.02,1.18
7290,0.01,,0.09,0.92
7291,0.02,0.12,0.05,0.79
7292,0.03,17.23,0.04,1.35
7293,0.09,7.52,0.07,0.48
7294,0.02,1.41,0.06,0.93
7295,0.08,16.99,0.09,1.78
7296,0.01,22.06,0.06,0.23
7297,0.0,4.89,0.04,0.77
7298,0.08,26.23,0.01,0.43
7299,0.01,1.37,0.04,0.87
7300,0.05,19.99,0.09,0.44
7301,0.06,1.81,0.01,0.38
7302,0.07,3.83,0.07,0.19
7303,0.0,8.02,0.0,0.78
7304,,21.55,0.07,1.12
7305,0.01,8.46,0.05,0.25
7306,0.09,9.94,0.04,0.15
7307,0.07,10.54,0.06,0.72
7308,0.08,24,0.07,0.28
7309,0.05,24.52,0.09,1.83
7310,0.08,14.36,0.05,1.31
7311,0.01,6.37,0.05,0.36
7312,0.05,21.69,0.07,0.83
7313,0.09,9.66,0.01,0.38
7314,0.09,27.01,0.08,0.64
7315,0.01,17.91,0.09,0.36
7316,0.03,5.21,0.09,2.39
7317,0.07,18.2,0.09,0.63
7318,0.05,20.04,0.05,1.27
7319,0.09,26.4,0.03,0.92
7320,0.08,23.62,0.06,1.16
7321,0.01,0.05,0.08,0.02
7322,0.06,0.01,0.06,0.86
7323,,3.59,0.03,0.24
7324,0.1,9.43,0.06,0.66
7325,0.06,19.63,0.03,0.99
7326,0.09,11.68,0.07,0.1
7327,0.02,16.77,0.03,2.21
7328,0.04,26.48,0.07,0.82
7329,0.03,24.41,0.01,0.44
7330,0.03,11.99,0.0,1.87
7331,0.05,0.45,0.05,1.81
7332,0.06,5.67,0.04,0.14
7333,0.03,26.47,0.0,0.03
7334,0.03,,,1.38
7335,0.05,0.56,0.05,0.56
7336,0.08,6.07,0.01,1.53
7337,0.06,21.95,0.09,0.77
7338,0.01,9.36,0.05,0.63
7339,0.05,10.54,0.08,0.13
7340,0.08,13.48,0.07,1.23
7341,0.09,10.87,0.05,2.88
7342,0.01,1.76,0.09,0.07
7343,0.03,2.3,0.01,0.39
7344,0.04,3.29,0.0,2.73
7345,0.05,24.34,0.07,0.27
7346,0.07,14.41,0.02,0.31
7347,0.03,2.52,0.09,0.86
7348,0.01,14.05,0.06,0.94
7349,0.04,10.12,0.07,1.43
7350,0.1,15.37,0.09,1.41
7351,0.07,20.32,,1.3
7352,0.03,3.36,0.08,1.58
7353,0.08,9.87,0.04,0.55
7354,0.07,22.23,0.06,0.55
7355,0.09,10.98,0.06,0.22
7356,0.09,24.14,0.05,2.2
7357,0.03,14.09,0.01,0.96
7358,0.08,24.62,0.0,0.21
7359,0.08,28.68,0.06,0.04
7360,0.01,0.29,0.07,0.89
7361,0.05,10.72,0.0,1.87
7362,0.06,28.3,0.09,0.79
7363,0.07,17.69,0.1,0.23
7364,0.04,22.84,0.02,0.8
7365,0.09,11.63,0.1,0.0
7366,0.08,21.93,0.09,0.35
7367,0.06,9.59,0.1,2.41
7368,0.06,11.6,0.02,0.07
7369,0.04,6.59,0.05,0.88
7370,0.06,9.64,0.09,2.36
7371,0.05,0.11,0.1,0.44
7372,0.02,2.65,0.06,0.89
7373,0.03,22.88,0.01,0.16
7374,0.09,28.93,0.04,0.84
7375,0.07,6.36,0.04,0.43
7376,0.08,21.95,0.04,0.5
7377,0.1,11.15,0.03,2.1
7378,0.06,7.86,0.04,0.6
7379,0.08,13.29,0.05,0.4
7380,0.04,16.36,0.05,0.14
7381,0.03,23.58,0.04,0.57
7382,0.0,14.75,0.09,0.34
7383,0.03,28.13,0.04,0.68
7384,0.0,3.98,0.04,0.5
7385,0.08,29.36,0.04,0.31
7386,0.07,0.33,0.02,1.57
7387,0.05,23.58,0.05,0.11
7388,0.01,26.78,0.0,0.03
7389,0.06,17.47,0.08,0.16
7390,0.05,28.12,0.07,2.39
7391,0.02,15.11,0.01,0.41
7392,0.04,9.03,0.05,0.01
7393,,25.26,0.05,0.86
7394,0.01,14.68,0.07,0.29
7395,0.02,28.33,0.0,2.93
7396,0.04,26.57,0.03,2.47
7397,0.05,25.3,0.07,0.78
7398,0.09,7.45,0.02,0.25
7399,0.08,21.31,0.07,1.7
7400,0.03,8.13,0.04,1.11
7401,0.02,20.66,0.08,1.72
7402,0.1,13.23,0.01,0.25
7403,0.01,10.39,0.04,0.27
7404,0.0,23.32,0.06,0.89
7405,0.04,13.46,0.0,1.89
7406,0.05,4.97,0.09,0.45
7407,0.07,18.96,0.1,0.87
7408,0.05,23.78,0.1,0.9
7409,0.01,16.36,0.03,0.64
7410,0.06,3.08,0.05,0.43
7411,0.01,21.37,0.04,0.22
7412,0.01,18.21,0.02,1.34
7413,0.01,23.29,0.02,2.7
7414,0.09,18.24,0.05,3.88
7415,0.04,2.18,0.02,0.77
7416,0.07,15.49,0.03,0.4
7417,0.0,16.28,0.02,0.19
7418,0.05,26.81,0.02,0.93
7419,0.07,17.38,0.04,2.44
7420,0.01,18.47,0.09,0.7
7421,0.04,7.34,0.07,0.76
7422,0.02,9.93,0.05,0.25
7423,0.03,19.58,0.04,1.31
7424,0.04,25.97,0.04,0.42
7425,0.07,21.9,0.06,0.21
7426,0.1,6.4,0.03,0.7
7427,0.03,1.35,0.1,0.22
7428,0.06,14.89,0.05,0.14
7429,0.08,25.25,0.03,0.84
7430,0.03,22.31,0.1,1.59
7431,0.05,5.52,0.08,0.54
7432,0.03,25.82,0.07,2.53
7433,0.07,14.96,0.01,0.4
7434,0.03,28.73,0.1,0.91
7435,0.08,3.55,0.1,1.65
7436,0.08,22.28,0.04,0.52
7437,0.09,26.72,0.03,0.02
7438,0.05,12.98,0.03,0.14
7439,0.05,18.9,0.03,1.4
7440,0.06,9.02,0.06,3.44
7441,0.07,21.52,0.1,0.35
7442,0.03,0.87,0.09,0.96
7443,0.08,19.36,0.05,0.74
7444,0.03,7.29,0.03,0.65
7445,0.1,0.41,0.01,0.03
7446,0.04,14.93,0.07,1.38
7447,0.04,5.31,0.04,1.52
7448,0.02,7.19,0.03,0.41
7449,0.05,0.33,0.04,2.22
7450,0.05,13.54,0.02,2.45
7451,0.07,9.77,0.01,0.65
7452,0.03,9.49,0.01,0.92
7453,0.09,5.7,0.09,1.28
7454,0.05,,0.07,0.39
7455,0.01,2.28,0.08,1.25
7456,0.03,12.63,0.04,2.1
7457,0.05,0.65,0.06,0.4
7458,0.07,0.34,0.03,2.79
7459,0.07,0.97,0.02,3.99
7460,0.02,5.72,0.05,0.01
7461,0.03,8.26,0.07,0.83
7462,0.07,0.81,0.01,0.48
7463,0.02,0.84,0.06,0.16
7464,0.1,12.3,0.06,0.02
7465,0.02,1.82,0.07,1.96
7466,0.03,0.66,0.08,0.97
7467,0.08,4.51,0.08,0.32
7468,0.06,3.93,0.04,2.34
7469,0.08,4.16,0.09,0.91
7470,0.02,1.29,0.03,1.13
7471,0.1,0.87,0.04,0.25
7472,0.03,25.32,0.05,0.13
7473,0.08,9.62,0.05,0.22
7474,0.03,6.9,0.02,0.41
7475,0.05,1.71,0.04,1.87
7476,0.0,11.58,0.02,2.12
7477,0.09,6.96,0.01,1.38
7478,0.1,9.45,0.09,1.79
7479,0.1,16.67,0.1,0.42
7480,0.05,0.33,0.04,2.67
7481,0.09,4.84,0.07,1.14
7482,0.09,25.17,0.08,0.12
7483,0.04,20.94,0.05,0.04
7484,0.03,9.92,0.03,0.36
7485,0.04,0.71,0.01,0.51
7486,0.08,2.44,0.01,0.86
7487,0.09,12.11,0.08,1.64
7488,0.0,3.65,0.07,0.39
7489,0.03,0.36,0.09,0.18
7490,0.01,9.76,0.02,1.98
7491,0.04,5.17,0.07,0.44
7492,0.03,1.19,0.06,0.73
7493,0.01,2.19,0.09,0.34
7494,0.02,0.51,0.05,1.47
7495,0.03,0.85,0.08,0.03
7496,0.02,17.12,0.04,0.91
7497,0.07,13.86,0.03,0.43
7498,0.1,1.01,0.0,1.22
7499,0.09,9.7,0.02,0.3
7500,0.05,6.81,0.01,0.52
7501,0.05,2.8,0.08,0.01
7502,0.09,10.92,0.08,0.91
7503,0.03,15.28,0.04,2.87
7504,0.03,2.95,0.03,0.25
7505,0.02,7.02,0.1,0.34
7506,0.03,5.09,0.05,0.57
7507,0.01,0,0.04,0.01
7508,0.03,7.82,0.02,1.06
7509,0.04,0.83,0.04,0.29
7510,0.03,11.63,,0.04
7511,0.07,14.34,0.06,0.13
7512,0.05,0.68,0.04,0.9
7513,0.05,0.07,0.09,0.78
7514,0.1,4.07,0.02,0.52
7515,0.03,6.04,0.08,0.56
7516,0.07,8.44,0.1,0.6
7517,0.02,2.75,0.06,0.16
7518,0.01,4.99,0.08,2.95
7519,0.05,0.59,0.06,0.74
7520,0.01,3.6,0.03,1.42
7521,0.04,20.8,0.05,0.86
7522,0.04,12.42,0.02,0.62
7523,0.07,15.15,0.04,0.41
7524,0.07,5.33,0.04,0.3
7525,0.05,15.86,0.03,0.68
7526,,0.42,0.02,0.62
7527,0.06,19.19,0.07,0.95
7528,0.03,14.28,0.04,0.03
7529,0.09,,0.06,1.94
7530,0.04,0.46,0.07,0.32
7531,0.03,24.45,,0.88
7532,0.08,17.42,0.03,0.44
7533,0.05,0.22,0.02,1.58
7534,0.09,0.52,0.1,0.41
7535,0.06,0.63,0.08,0.93
7536,0.09,21.22,0.01,1.46
7537,0.04,8.32,0.09,0.24
7538,0.03,9.93,0.08,1.84
7539,0.06,1.11,0.03,0.32
7540,0.05,7.22,0.04,0.63
7541,0.07,3.88,0.03,0.09
7542,0.03,1.16,0.02,0.89
7543,0.08,11.76,0.09,0.35
7544,0.01,9.06,0.09,0.61
7545,0.08,15.87,0.03,0.11
7546,0.06,24.25,0.03,0.37
7547,0.09,0.82,0.08,0.02
7548,0.07,8.77,,0.06
7549,0.01,4.07,0.06,0.01
7550,0.01,0.05,0.02,1.19
7551,0.02,0.94,0.06,0.99
7552,0.07,19.45,0.09,3.02
7553,0.02,6.24,0.06,1.26
7554,0.07,16.91,0.08,1.64
7555,0.02,13.57,0.04,0.44
7556,0.08,0.22,0.08,1.12
7557,0.05,6.59,0.02,0.45
7558,0.03,1.41,0.02,
7559,0.02,2.74,0.07,0.83
7560,0.07,3.59,0.08,0.54
7561,0.01,2.47,0.05,0.18
7562,0.02,1.57,0.09,0.4
7563,0.09,0.22,0.05,0.91
7564,0.1,3.96,0.07,1.68
7565,0.08,5.43,0.05,0.4
7566,0.09,0.77,0.02,0.78
7567,0.08,13.46,0.01,0.85
7568,0.07,6.94,0.01,0.97
7569,0.03,9.22,0.05,1.07
7570,0.04,9.35,0.01,2.01
7571,0.01,0.63,0.02,1.82
7572,0.01,5.04,0.02,0.11
7573,0.07,0.09,0.09,1.71
7574,0.1,6.79,0.1,2.34
7575,0.06,0.57,0.02,2.53
7576,0.09,18.54,0.04,0.2
7577,0.05,15.28,0.03,0.14
7578,0.07,7.26,0.1,0.3
7579,0.04,9.77,0.05,0.21
7580,0.0,17.6,0.08,2.78
7581,0.04,3.95,0.07,1.76
7582,0.01,1.19,0.06,0.86
7583,0.05,24.02,0.01,0.25
7584,,10.57,0.1,0.82
7585,0.08,7.83,0.0,1.8
7586,0.05,15.08,0.08,0.27
7587,0.09,0.67,0.08,0.77
7588,0.04,0.11,0.07,0.3
7589,0.04,8.53,0.06,0.71
7590,0.1,3.27,0.08,1.2
7591,0.03,15.81,0.05,0.87
7592,0.09,,0.07,0.73
7593,0.03,1.93,0.02,0.31
7594,0.01,19.55,0.09,2.39
7595,,7.96,0.05,0.97
7596,0.03,7.31,0.08,0.57
7597,0.05,18.92,0.03,0.33
7598,0.03,3.27,0.06,0.47
7599,0.01,20.82,0.03,0.87
7600,0.0,8.17,0.05,
7601,0.09,9.1,0.08,0.97
7602,0.09,18.61,0.0,0.86
7603,0.02,19.81,0.09,0.55
7604,0.05,8.05,0.05,1.22
7605,0.09,13.88,0.0,1.75
7606,0.07,,0.02,0.8
7607,0.06,19.75,0.06,0.12
7608,0.08,3.69,0.05,0.59
7609,,1.06,0.05,0.17
7610,0.09,14.21,0.0,0.43
7611,0.08,11.44,0.09,0.24
7612,0.01,0.46,0.09,0.46
7613,0.01,2.73,0.0,0.01
7614,0.05,0.37,0.01,0.04
7615,0.01,18.33,0.04,0.42
7616,0.0,4.6,0.04,1.81
7617,0.09,3.17,0.08,0.49
7618,0.09,22.77,0.07,0.49
7619,0.02,0.53,0.07,1.68
7620,0.1,1.62,0.06,0.89
7621,0.08,5.28,0.1,0.28
7622,0.03,0.9,0.1,0.57
7623,0.06,1.3,0.04,1.05
7624,0.05,4.49,0.03,0.48
7625,0.03,7.89,0.05,1.96
7626,0.06,1.26,0.03,1.56
7627,0.07,14.48,0.05,0.87
7628,0.03,19.94,0.09,0.94
7629,0.09,0.9,0.09,0.32
7630,0.1,0.63,,3.12
7631,0.03,9.38,0.07,1.1
7632,0.01,5.8,0.06,0.79
7633,0.03,5.57,0.04,0.08
7634,0.0,0.69,0.03,2.67
7635,0.05,0,0.05,0.98
7636,0.07,9.84,0.03,0.02
7637,0.06,6.86,0.06,2.25
7638,0.08,0.17,0.03,0.07
7639,0.0,16.87,0.06,1.14
7640,0.02,0.62,0.03,1.35
7641,,8.07,0.09,3.07
7642,0.05,3.86,0.0,0.13
7643,0.06,1.7,0.0,0.74
7644,0.02,,0.08,0.29
7645,0.08,0.51,0.05,0.79
7646,0.04,2.07,0.05,2.01
7647,0.09,0.01,,0.37
7648,0.09,0.06,0.1,0.37
7649,0.08,5.15,0.0,0.81
7650,0.01,15.59,0.08,0.06
7651,0.06,12.05,0.03,0.63
7652,0.03,9.57,0.07,0.82
7653,0.03,6.32,0.09,0.38
7654,0.09,0.84,0.09,0.23
7655,0.03,6.55,0.02,0.32
7656,0.07,4.33,0.03,0.64
7657,0.0,8.16,0.04,0.82
7658,0.06,5.23,0.09,0.47
7659,0.07,7.35,0.08,0.01
7660,0.0,19.15,0.0,0.05
7661,0.0,0.41,0.07,2.04
7662,0.06,0.82,0.06,0.66
7663,0.08,18.27,0.03,0.12
7664,0.08,14.55,0.04,0.61
7665,0.09,0.99,0.01,0.77
7666,0.03,2.23,0.07,0.13
7667,0.06,2.2,0.04,1.46
7668,0.08,5.45,0.03,0.87
7669,0.05,0.28,0.04,0.09
7670,0.1,0.18,0.08,0.32
7671,0.08,10.28,0.03,0.75
7672,0.09,0.24,0.09,
7673,0.06,0.94,0.01,0.77
7674,0.04,0.52,0.02,0.45
7675,0.08,10.24,0.01,0.4
7676,0.06,0.85,0.05,0.16
7677,0.02,4.91,0.02,0.36
7678,0.01,0.51,0.06,1.24
7679,0.04,3.68,0.05,0.13
7680,0.1,5.04,0.03,0.41
7681,0.02,3.33,0.04,0.7
7682,0.07,0.18,0.05,0.49
7683,0.01,0.85,,1.16
7684,0.03,7.9,0.06,0.75
7685,0.03,16.04,0.0,0.55
7686,0.02,9.59,0.08,0.95
7687,0.07,2.84,0.05,0.59
7688,0.04,0.29,0.08,1.12
7689,0.03,2.91,0.01,0.94
7690,0.06,1.96,0.04,0.7
7691,0.09,5.6,0.02,0.3
7692,0.07,0.94,0.04,0.6
7693,,0.17,0.07,1.35
7694,0.08,0.06,0.01,1.39
7695,0.01,1.49,0.07,2.21
7696,0.03,0.42,0.01,0.04
7697,0.09,4.41,0.05,0.71
7698,0.1,0.71,0.09,0.27
7699,0.0,0.42,0.06,1.29
7700,0.02,13.98,0.1,2.93
7701,0.06,0.6,0.02,0.46
7702,0.02,0.58,0.1,0.32
7703,0.09,5.07,0.09,1.02
7704,0.06,10.72,0.05,2.13
7705,0.08,1.46,0.09,1.29
7706,0.07,3.59,0.02,0.5
7707,0.05,8.73,0.06,1.71
7708,0.09,4.41,0.07,0.65
7709,0.09,0.17,0.04,0.18
7710,0.09,10.07,0.01,2.2
7711,0.1,9.89,0.0,2.71
7712,0.09,0.77,0.08,0.78
7713,0.07,19.03,0.06,0.19
7714,0.01,0.76,0.05,0.35
7715,0.09,2.83,0.01,0.36
7716,0.09,1.78,0.09,1.84
7717,0.07,6.17,0.1,1.88
7718,0.02,7.17,0.04,1.64
7719,0.06,2.22,0.02,0.36
7720,0.02,5.31,0.09,0.78
7721,0.01,4.75,0.02,0.03
7722,0.1,22.03,0.07,0.66
7723,0.1,8.91,0.08,3.32
7724,0.09,20.19,0.03,2.49
7725,0.05,0.94,0.02,0.89
7726,0.06,4.33,0.02,0.52
7727,0.01,6.15,0.09,0.45
7728,,0.03,0.02,0.45
7729,0.07,9.51,0.07,0.99
7730,0.07,0.38,0.08,1.93
7731,0.01,,0.04,0.64
7732,0.07,0.76,0.04,0.6
7733,0.04,17.37,0.09,2.55
7734,0.06,5.6,0.01,0.74
7735,0.09,0.41,0.06,1.07
7736,0.07,0.3,0.06,0.6
7737,0.05,14.04,0.03,2.13
7738,0.03,0.78,0.09,0.32
7739,0.06,3.88,0.07,0.79
7740,0.02,9,0.05,1.38
7741,0.09,0.36,0.0,1.66
7742,0.02,10.99,0.0,0.68
7743,0.06,4.8,0.05,0.89
7744,0.02,11.77,0.06,1.0
7745,0.07,3.45,0.06,1.52
7746,0.02,5.28,0.05,2.51
7747,0.0,22.46,0.06,1.21
7748,0.09,2.97,0.09,0.32
7749,0.06,13.99,0.05,0.38
7750,0.06,8.42,0.09,0.01
7751,0.09,26.46,0.02,0.91
7752,0.07,8.91,0.06,1.79
7753,0.09,0.78,0.03,0.95
7754,0.03,1.42,0.01,3.27
7755,0.04,3.36,0.07,3.21
7756,0.07,2.16,0.1,0.3
7757,0.0,4.34,0.09,0.57
7758,0.02,0.38,0.04,1.08
7759,0.08,3.14,0.07,2.91
7760,0.02,25.74,0.0,2.72
7761,0.06,2.09,0.01,0.99
7762,0.05,4.71,0.07,2.3
7763,0.09,0.71,0.07,2.68
7764,0.04,4.73,0.1,1.28
7765,0.04,0.96,0.06,1.49
7766,0.06,9.5,0.02,0.18
7767,0.07,0.89,0.03,0.94
7768,0.1,0.38,0.03,0.72
7769,0.02,3.65,0.07,2.26
7770,0.09,12.45,0.02,0.45
7771,0.08,12.82,0.01,1.62
7772,0.04,2.76,0.05,1.29
7773,0.1,5.01,0.06,0.23
7774,0.08,25.65,0.06,0.01
7775,0.08,14.47,0.1,0.52
7776,0.01,1.52,0.04,0.96
7777,0.04,23.22,0.06,0.98
7778,0.07,0.16,0.06,0.45
7779,0.0,5.52,0.07,2.96
7780,0.1,0.49,0.06,1.98
7781,0.07,2.03,0.03,2.87
7782,0.0,2.49,0.1,0.63
7783,0.09,5.52,0.05,0.14
7784,0.03,3.62,0.06,0.8
7785,0.03,5.51,0.03,2.18
7786,0.02,26.9,0.07,2.49
7787,0.03,1.86,0.01,0.87
7788,0.03,0.14,0.02,0.43
7789,0.06,15.91,0.04,1.85
7790,0.02,10.78,0.07,0.23
7791,0.07,2.64,0.01,0.12
7792,0.08,14.53,0.09,0.67
7793,0.04,20.56,0.09,3.94
7794,0.08,9.66,0.08,1.71
7795,0.06,3.4,0.07,0.34
7796,0.02,15.22,0.04,1.01
7797,0.08,4.3,0.08,1.98
7798,0.02,9.99,0.08,0.12
7799,0.06,16.67,0.02,0.82
7800,0.01,9.67,0.05,0.59
7801,0.04,10.5,0.05,0.7
7802,0.07,5.13,0.08,0.76
7803,0.1,1.67,0.06,0.93
7804,0.08,0.74,0.09,0.45
7805,0.09,0.02,0.05,2.67
7806,0.09,0.86,0.07,2.26
7807,0.06,6.8,0.09,0.74
7808,0.07,2.82,0.09,2.58
7809,0.03,1.31,0.03,0.56
7810,0.0,18.66,0.08,1.4
7811,0.06,0.51,0.03,0.83
7812,0.07,3.38,0.07,0.24
7813,0.03,0.31,0.08,0.57
7814,0.03,1.5,0.01,0.43
7815,0.03,11.36,0.07,2.53
7816,0.09,1.8,0.09,0.64
7817,0.02,11.78,0.06,1.84
7818,0.08,18.95,0.07,0.27
7819,0.06,19.9,0.01,1.65
7820,0.07,14.64,0.09,0.84
7821,0.07,0.2,0.05,0.51
7822,0.05,11.65,0.07,0.14
7823,0.01,5.43,0.04,1.33
7824,0.09,0.07,0.02,0.08
7825,0.05,4.05,0.03,1.68
7826,0.08,0.13,0.03,1.72
7827,0.09,7.93,0.07,1.4
7828,0.06,10.76,0.02,0.4
7829,0.0,6.06,0.03,0.42
7830,0.09,4.84,0.02,0.87
7831,0.01,4.66,0.09,2.59
7832,0.01,14.71,0.04,0.43
7833,0.05,11.45,0.04,1.17
7834,0.09,6.19,0.02,0.34
7835,0.05,5.83,0.07,0.99
7836,0.04,10.02,0.02,0.34
7837,0.07,5.97,0.05,0.97
7838,0.05,11.49,0.05,0.69
7839,0.04,0.77,0.05,0.99
7840,0.02,5.35,0.08,0.94
7841,0.04,0.77,0.02,0.72
7842,0.06,15.37,0.06,0.47
7843,0.05,1.78,0.0,0.16
7844,0.07,17.35,0.06,0.25
7845,0.04,0.46,0.08,0.37
7846,0.02,16.13,0.04,0.9
7847,0.04,4.54,0.03,0.24
7848,0.0,8.39,0.03,0.51
7849,0.08,18.98,0.07,0.94
7850,0.06,0.46,0.07,1.99
7851,,21.03,0.01,1.84
7852,0.01,21.68,0.02,1.01
7853,0.04,8.31,0.02,0.69
7854,0.06,0.37,0.03,3.24
7855,0.04,3.72,0.04,0.62
7856,0.06,14.04,0.08,1.03
7857,0.09,7.96,0.09,0.29
7858,0.04,2.41,0.07,0.19
7859,0.09,0.67,0.08,
7860,0.07,2,0.07,0.65
7861,0.1,6.63,0.0,0.37
7862,0.06,14.47,0.07,0.51
7863,0.1,0.96,0.0,0.26
7864,0.03,2.31,0.08,0.17
7865,0.1,14.18,0.04,0.03
7866,0.01,3.25,0.07,0.74
7867,0.03,12.65,0.0,0.21
7868,0.06,0.47,0.0,1.15
7869,0.01,4.11,0.0,0.17
7870,0.02,13.08,0.01,0.23
7871,0.08,0.28,0.06,1.37
7872,0.09,10.3,0.02,0.31
7873,0.08,0.59,0.1,0.73
7874,0.04,0.16,0.05,
7875,0.09,1.29,0.08,0.81
7876,0.02,12.22,0.01,0.13
7877,0.03,0.23,0.08,0.08
7878,0.02,18.17,0.04,0.55
7879,0.08,3.5,0.08,1.74
7880,0.03,0.6,0.1,0.9
7881,0.09,3.45,0.04,0.94
7882,0.02,11.63,0.0,0.71
