Id,copper,flouride,bacteria,viruses,lead
7313,1.52,1.02,0.39,0.002,0.071
7314,0.69,1.39,0.89,0.89,0.005
7315,0.55,1.01,0.68,0.68,0.198
7316,0.29,1.14,0.77,0.77,0.174
7317,0.56,1.49,0.58,0.58,0.05
7318,1.62,0.98,0.07,0.008,0.107
7319,0.36,0.03,0.23,0.004,0.055
7320,1.53,0.33,0.8,0.8,0.164
7321,0.69,1.35,0.04,0.0,0.139
7322,1.05,0.28,0.7,0.7,0.096
7323,0.81,1.43,0.72,0.72,0.037
7324,0.9,1.24,0.6,0.6,0.061
7325,1.26,1.27,0.23,0.008,0.176
7326,1.73,0.8,0.93,0.93,0.174
7327,1.72,0.73,0.81,0.81,0.155
7328,1.92,1.44,0.13,0.002,0.154
7329,1.92,1.42,0.67,0.67,0.194
7330,0.38,0.27,0.08,0.006,0.131
7331,1.31,0.63,0.44,0.003,0.139
7332,0.04,1.37,0.84,0.84,0.032
7333,1.76,1.44,0.95,0.95,0.162
7334,1.97,0.08,0.69,0.69,0.184
7335,0.85,1.35,0.05,0.008,0.059
7336,0.3,1.02,0.88,0.88,0.032
7337,0.16,0.12,0.63,0.63,0.026
7338,1.17,0.9,0.95,0.95,0.014
7339,0.54,0.72,0.28,0.001,0.028
7340,1.45,0.04,0.13,0.007,0.074
7341,0.41,0.24,0.61,0.61,0.127
7342,1.0,1.33,0.49,0.001,0.031
7343,0.46,1.31,0.64,0.64,0.093
7344,1.18,1.41,0.63,0.63,0.128
7345,1.27,1.25,0.75,0.75,0.076
7346,0.0,0.38,0.04,0.007,0.166
7347,0.1,0.46,0.22,0.001,0.165
7348,1.23,1.01,0.6,0.6,0.04
7349,,0.57,0.82,0.82,0.023
7350,0.67,0.08,0.61,0.61,0.123
7351,1.56,0.63,0.45,0.006,0.142
7352,1.15,1.03,0.4,0.001,0.145
7353,1.76,0.65,0.92,0.92,0.105
7354,1.76,0.69,0.22,0.002,0.054
7355,1.69,0.39,0.05,0.004,0.125
7356,0.13,0.84,0.65,0.65,0.168
7357,0.63,0.7,0.08,0.001,0.144
7358,1.56,1.02,0.04,0.001,0.075
7359,1.8,0.55,0.26,0.006,0.097
7360,0.24,0.05,0.35,0.002,0.102
7361,1.21,0.75,0.38,0.007,0.008
7362,1.33,1.29,0.43,0.006,0.108
7363,0.93,0.94,0.92,0.92,0.011
7364,1.19,0.52,0.49,0.003,0.057
7365,1.63,0.27,0.62,0.62,0.166
7366,0.1,1.07,0.22,0.004,0.089
7367,1.15,1.49,0.11,0.001,0.087
7368,1.17,0.82,0.62,0.62,0.177
7369,0.55,1.14,0.26,0.006,0.18
7370,1.53,1.17,0.43,0.007,0.091
7371,1.4,0.44,0.07,0.007,0.15
7372,0.96,0.02,0.63,0.63,0.042
7373,1.82,0.02,0.22,0.008,0.017
7374,0.84,0.62,0.8,0.8,0.093
7375,1.78,0.33,0.22,0.0,0.061
7376,1.54,0.47,0.67,0.67,0.042
7377,1.35,1.33,0.21,0.007,
7378,1.22,0.78,0.46,0.007,0.082
7379,1.67,0.62,0.02,0.004,0.09
7380,1.64,1.43,0.16,0.009,0.075
7381,1.56,0.21,0.73,0.73,0.111
7382,0.69,1.06,0.89,0.89,0.061
7383,1.12,0.53,0.14,0.008,0.159
7384,1.69,0.11,0.47,0.008,0.058
7385,1.05,0.81,0.25,0.005,0.066
7386,0.31,1.3,0.37,0.001,0.154
7387,1.14,1.16,0.85,0.85,0.114
7388,1.62,0.96,0.45,0.0,0.138
7389,1.85,0.44,0.18,0.0,0.047
7390,0.2,0.58,0.8,0.8,0.112
7391,0.31,0.74,0.13,0.001,0.016
7392,1.37,0.71,0.99,0.99,0.112
7393,0.66,0.49,0.22,0.006,0.151
7394,1.47,0.15,0.37,0.002,0.085
7395,1.47,1.37,0.31,0.002,0.197
7396,1.97,1.48,0.34,0.009,0.031
7397,0.71,0.91,0.66,0.66,0.182
7398,1.18,0.03,0.28,0.0,0.069
7399,1.49,0.65,0.63,0.63,0.16
7400,0.17,0.05,0.2,0.0,0.054
7401,0.66,0.9,0.65,0.65,0.1
7402,0.02,0.99,,0.003,0.078
7403,1.66,1.08,0.71,0.71,0.016
7404,0.57,0.61,0.13,0.001,0.117
7405,1.38,0.11,0.67,0.67,0.135
7406,1.88,0.33,0.13,0.007,0.021
7407,1.86,0.86,0.16,0.005,0.197
7408,1.45,0.98,0.35,0.002,0.167
7409,0.82,1.24,0.83,0.83,0.109
7410,,1.29,0.04,0.008,0.145
7411,0.17,0.58,0.52,0.52,
7412,1.0,0.09,0.91,0.91,0.103
7413,1.35,1.07,0.7,0.7,0.101
7414,0.79,0.54,,0.009,
7415,1.54,0.62,0.23,0.001,0.017
7416,1.08,1.43,0.89,0.89,0.08
7417,1.15,0.34,0.85,0.85,0.065
7418,0.71,0.99,0.75,0.75,0.071
7419,1.82,0.22,0.99,0.99,0.108
7420,1.18,1.0,0.92,0.92,0.086
7421,1.51,1.46,0.58,0.58,0.061
7422,1.77,0.43,0.8,0.8,0.114
7423,1.23,1.44,0.56,0.56,0.012
7424,1.34,0.29,0.96,0.96,0.167
7425,1.05,1.0,0.25,0.007,0.109
7426,1.09,1.35,0.16,0.002,0.031
7427,0.27,0.53,0.44,0.002,0.11
7428,1.57,0.26,0.69,0.69,0.182
7429,0.46,1.41,0.08,0.006,0.049
7430,1.53,0.87,0.13,0.008,0.079
7431,1.03,0.51,0.77,0.77,0.012
7432,1.56,0.91,0.38,0.005,0.013
7433,1.35,1.24,0.12,0.006,0.193
7434,1.09,0.0,0.8,0.8,0.091
7435,0.9,0.55,0.3,0.002,0.135
7436,1.85,1.24,0.75,0.75,0.124
7437,0.91,0.42,0.44,0.006,0.107
7438,1.88,0.4,0.13,0.004,0.085
7439,0.08,0.34,0.26,0.003,0.146
7440,0.22,0.68,0.63,0.63,0.162
7441,0.29,0.51,0.86,0.86,0.048
7442,1.92,1.2,0.32,0.003,0.082
7443,1.29,1.04,0.49,0.001,0.079
7444,1.14,0.36,0.13,0.008,0.071
7445,1.71,1.42,0.27,0.002,0.103
7446,1.59,1.04,0.08,0.007,0.141
7447,0.3,0.52,0.38,0.002,0.131
7448,0.54,0.14,,0.004,0.069
7449,1.79,0.89,0.67,0.67,0.136
7450,0.54,1.33,0.05,0.001,0.166
7451,0.44,1.2,0.77,0.77,0.112
7452,1.97,0.59,0.18,0.007,0.169
7453,1.98,0.66,0.06,0.008,0.101
7454,0.65,0.9,0.58,0.58,0.093
7455,1.23,0.75,0.79,0.79,0.025
7456,1.06,0.1,0.84,0.84,0.139
7457,1.08,0.15,0.23,0.007,0.184
7458,0.14,1.01,,0.0,0.015
7459,1.26,0.83,0.77,,0.09
7460,1.34,0.03,0.98,0.98,0.068
7461,1.69,1.47,0.05,0.008,0.123
7462,1.75,,0.23,,0.177
7463,1.61,0.45,0.24,0.002,0.149
7464,0.19,0.52,0.74,0.74,0.062
7465,0.38,0.02,0.76,0.76,0.121
7466,0.34,0.14,0.06,0.004,0.086
7467,0.93,0.2,0.51,,0.105
7468,0.7,0.32,0.65,0.65,0.168
7469,1.55,1.09,0.72,0.72,0.137
7470,1.11,0.36,0.27,0.006,0.189
7471,1.97,0.61,0.52,0.52,0.095
7472,0.42,1.13,0.05,0.004,0.053
7473,1.34,0.26,0.07,0.008,0.113
7474,0.18,0.13,0.79,0.79,0.132
7475,1.28,0.32,0.53,0.53,0.175
7476,1.14,1.14,0.45,0.004,0.045
7477,0.71,0.52,0.39,0.007,0.146
7478,1.99,0.22,0.25,0.008,0.085
7479,1.21,1.21,0.83,0.83,0.105
7480,1.3,0.5,0.1,0.008,0.036
7481,0.95,0.28,0.53,0.53,0.182
7482,0.01,0.43,0.27,0.007,0.033
7483,1.44,0.3,0.18,0.004,0.162
7484,0.52,0.32,0.31,0.002,0.11
7485,1.44,0.58,0.96,0.96,0.191
7486,1.01,0.68,0.11,0.006,0.127
7487,1.64,0.86,0.64,0.64,0.032
7488,0.22,0.01,0.76,0.76,0.052
7489,0.22,1.09,0.57,0.57,0.101
7490,0.76,1.16,0.79,0.79,0.049
7491,1.5,0.69,0.82,0.82,0.053
7492,1.99,1.29,0.86,0.86,0.047
7493,1.57,0.66,0.58,0.58,0.071
7494,1.23,0.86,0.87,0.87,0.019
7495,0.25,1.25,0.7,0.7,0.129
7496,0.87,0.69,0.55,0.55,0.153
7497,1.77,0.62,0.14,0.006,0.137
7498,0.73,0.68,0.45,0.006,0.053
7499,1.1,1.48,0.75,0.75,0.147
7500,0.77,0.76,0.51,0.51,0.086
7501,0.14,1.42,1.0,1.0,0.082
7502,0.62,0.97,0.23,0.006,0.12
7503,0.36,0.73,0.47,0.0,0.003
7504,1.43,1.49,0.58,0.58,0.16
7505,1.65,0.08,0.51,0.51,0.025
7506,0.05,1.21,0.33,0.001,0.015
7507,0.16,0.87,0.67,0.67,0.18
7508,0.13,1.29,0.82,0.82,0.072
7509,1.72,,0.09,0.005,0.184
7510,0.65,0.73,0.53,0.53,0.132
7511,1.67,1.21,0.65,0.65,0.042
7512,1.89,1.18,0.75,0.75,0.092
7513,0.94,0.26,0.28,0.009,0.023
7514,0.85,1.01,0.19,0.008,0.045
7515,0.29,0.5,0.7,0.7,0.136
7516,1.7,0.29,0.78,0.78,0.185
7517,0.72,0.42,0.75,0.75,0.07
7518,1.5,0.25,0.02,0.0,0.083
7519,1.52,0.76,0.57,0.57,0.155
7520,1.51,0.89,0.55,0.55,0.164
7521,0.24,0.66,0.09,0.008,0.17
7522,1.16,1.06,0.82,0.82,0.12
7523,0.87,0.16,0.41,0.003,0.043
7524,0.02,0.04,0.76,0.76,
7525,1.94,1.27,0.08,0.008,0.194
7526,1.57,0.43,0.04,0.003,0.089
7527,1.95,1.38,0.46,0.003,0.191
7528,1.4,0.5,0.28,0.005,0.044
7529,0.55,1.27,0.61,0.61,0.087
7530,1.39,1.12,0.1,0.001,0.108
7531,0.37,1.29,0.62,0.62,0.122
7532,0.35,1.43,0.71,0.71,0.061
7533,1.45,0.52,0.18,0.003,0.088
7534,1.06,0.53,0.96,0.96,0.158
7535,0.5,0.74,0.5,0.5,0.074
7536,0.27,0.93,0.5,0.5,0.07
7537,0.01,0.01,0.5,0.5,0.148
7538,1.24,0.92,0.42,0.006,0.172
7539,1.54,0.32,0.33,0.006,0.041
7540,1.04,1.39,0.07,0.006,0.176
7541,0.33,1.33,0.59,0.59,0.136
7542,0.6,0.07,0.79,0.79,0.164
7543,1.64,0.61,1.0,1.0,0.038
7544,0.81,0.24,0.15,0.005,0.005
7545,1.69,0.98,0.28,0.004,0.181
7546,1.51,0.36,0.78,0.78,0.159
7547,1.99,0.48,0.33,0.001,0.05
7548,1.22,1.06,0.27,0.008,0.103
7549,1.3,0.37,0.98,0.98,0.156
7550,1.38,1.39,0.87,0.87,0.047
7551,0.5,0.85,0.44,0.004,0.034
7552,0.78,0.09,0.83,0.83,0.138
7553,0.17,0.59,0.07,0.008,0.159
7554,1.45,1.4,0.28,0.003,0.102
7555,0.04,1.16,0.51,0.51,0.044
7556,1.8,1.46,0.31,0.004,0.113
7557,1.83,1.03,0.48,0.009,0.137
7558,1.37,0.65,0.09,0.006,0.034
7559,0.52,0.22,0.69,0.69,0.064
7560,1.45,0.28,0.52,0.52,0.197
7561,0.75,0.44,0.68,0.68,0.157
7562,0.07,0.7,0.01,0.0,0.008
7563,1.66,0.79,0.73,0.73,0.059
7564,1.96,0.82,0.11,0.005,0.037
7565,0.57,1.44,0.44,0.003,0.092
7566,0.65,1.5,0.79,0.79,0.118
7567,0.36,1.39,0.8,0.8,0.116
7568,1.07,1.44,0.07,0.005,0.06
7569,0.08,1.19,0.7,0.7,0.157
7570,1.64,0.78,0.61,0.61,0.038
7571,1.39,1.19,0.39,0.001,0.194
7572,0.5,1.34,0.22,0.003,0.095
7573,0.55,0.96,0.21,0.004,0.062
7574,0.66,1.0,0.67,0.67,0.182
7575,0.06,0.74,0.05,0.003,0.075
7576,0.05,1.43,0.92,0.92,0.04
7577,0.79,0.59,0.49,0.007,0.024
7578,1.26,1.33,0.34,0.006,0.164
7579,0.21,1.04,1.0,1.0,0.105
7580,1.94,0.8,0.32,0.004,0.124
7581,0.71,1.43,0.58,0.58,0.144
7582,1.33,1.0,0.18,0.005,0.152
7583,0.89,1.41,0.74,0.74,0.119
7584,0.55,0.19,0.72,0.72,0.089
7585,1.53,1.04,0.08,0.001,0.064
7586,1.04,1.19,0.18,0.001,0.079
7587,1.09,0.4,0.02,0.002,0.125
7588,0.88,1.45,0.58,0.58,0.067
7589,1.32,1.23,0.56,0.56,0.049
7590,0.46,1.43,0.43,0.003,0.08
7591,0.73,0.82,0.7,0.7,0.122
7592,1.44,1.42,0.31,0.007,0.177
7593,1.33,1.37,0.09,0.008,0.042
7594,0.37,0.49,0.14,0.007,0.185
7595,0.98,0.23,0.93,0.93,0.164
7596,0.71,1.26,0.75,0.75,0.102
7597,1.38,1.26,0.48,0.007,0.152
7598,1.11,1.19,0.72,0.72,0.1
7599,0.53,0.95,0.19,0.004,0.011
7600,1.18,0.88,0.28,0.001,0.032
7601,1.96,1.32,0.85,0.85,0.192
7602,1.36,0.66,0.76,0.76,0.11
7603,1.89,0.7,0.77,0.77,0.172
7604,1.89,0.17,0.66,0.66,0.124
7605,1.86,0.45,0.36,0.003,0.185
7606,0.72,0.87,0.17,0.001,0.033
7607,0.13,0.82,0.48,0.008,0.088
7608,0.03,1.27,0.82,0.82,0.041
7609,1.53,1.25,0.6,0.6,0.164
7610,0.25,1.16,0.98,0.98,0.191
7611,1.09,0.97,0.49,0.003,0.051
7612,1.74,0.36,0.21,0.007,0.187
7613,1.94,0.78,0.89,0.89,0.101
7614,1.96,0.84,0.37,0.006,0.007
7615,1.41,0.37,0.79,0.79,0.085
7616,1.32,1.3,0.73,0.73,0.086
7617,1.6,0.15,0.91,0.91,0.01
7618,1.24,0.14,0.51,0.51,0.032
7619,1.17,0.9,0.51,0.51,0.13
7620,1.44,0.17,0.99,0.99,0.096
7621,0.33,0.82,0.29,0.004,0.093
7622,1.66,0.64,0.1,0.002,0.124
7623,1.89,0.65,0.39,0.008,0.011
7624,0.59,0.54,0.31,0.001,0.124
7625,0.7,0.8,0.97,0.97,0.1
7626,1.75,0.76,0.26,0.003,0.092
7627,0.11,0.21,0.61,0.61,0.059
7628,1.72,0.81,0.87,0.87,0.15
7629,0.06,0.04,0.08,0.005,0.078
7630,1.37,0.62,0.92,0.92,0.112
7631,0.34,0.12,0.74,0.74,0.135
7632,0.77,0.68,0.05,0.008,0.092
7633,0.57,1.33,1.0,1.0,0.065
7634,1.46,0.94,0.26,,0.135
7635,1.84,1.48,0.13,0.005,0.135
7636,0.68,,0.23,0.002,0.014
7637,,0.33,0.5,0.5,0.18
7638,1.39,1.3,0.49,0.008,0.08
7639,1.89,1.05,0.83,0.83,
7640,0.06,0.14,0.66,0.66,0.144
7641,1.72,1.06,0.63,0.63,0.171
7642,1.99,1.44,0.15,0.003,0.1
7643,0.32,0.66,0.3,0.006,0.123
7644,0.8,1.28,0.93,0.93,0.184
7645,1.22,1.49,0.99,0.99,0.03
7646,1.17,1.09,0.46,,0.089
7647,1.74,0.97,0.24,0.004,0.199
7648,1.59,0.13,0.17,0.0,0.076
7649,0.6,0.03,0.1,0.001,0.137
7650,0.38,1.11,0.93,0.93,0.097
7651,1.76,0.63,0.91,0.91,0.139
7652,0.29,1.43,0.75,0.75,0.166
7653,0.7,0.52,0.59,0.59,0.152
7654,1.69,0.96,0.25,0.001,0.021
7655,0.67,0.63,0.48,0.003,0.007
7656,0.36,0.45,0.79,0.79,0.198
7657,1.68,0.48,0.62,0.62,0.147
7658,1.32,0.87,0.61,0.61,0.174
7659,1.04,0.58,0.5,0.5,0.106
7660,0.07,0.13,0.44,0.008,0.019
7661,0.85,1.16,0.36,0.005,0.067
7662,1.67,1.19,0.86,0.86,0.132
7663,0.72,0.57,0.37,0.007,0.153
7664,0.28,0.28,0.19,0.0,0.137
7665,1.71,1.4,0.95,0.95,0.025
7666,0.7,1.43,0.35,0.004,0.188
7667,0.56,1.29,0.64,0.64,0.18
7668,1.07,1.35,0.39,0.003,0.113
7669,0.66,0.88,0.68,0.68,0.113
7670,1.17,1.31,0.57,0.57,0.109
7671,0.29,0.67,0.65,0.65,0.155
7672,1.49,0.75,0.66,0.66,0.099
7673,0.29,1.28,0.96,0.96,
7674,1.25,0.29,0.78,0.78,0.112
7675,,0.36,0.84,0.84,0.07
7676,0.85,0.82,0.9,0.9,0.154
7677,1.21,1.09,0.77,0.77,0.158
7678,0.76,0.24,0.28,0.007,0.027
7679,1.34,1.43,0.37,0.007,0.152
7680,0.39,1.47,0.58,0.58,0.154
7681,1.72,1.07,0.96,0.96,0.119
7682,1.86,0.42,0.15,0.003,0.115
7683,1.35,1.06,0.22,0.007,0.069
7684,1.58,0.15,0.72,0.72,0.013
7685,1.09,1.35,0.38,0.006,0.13
7686,0.4,1.16,0.87,0.87,0.126
7687,1.18,0.07,0.77,0.77,0.042
7688,0.31,1.29,0.56,0.56,0.026
7689,0.84,0.55,0.78,0.78,0.118
7690,0.33,0.22,0.31,0.008,0.163
7691,1.44,0.63,0.23,0.004,0.162
7692,0.66,0.59,0.65,0.65,0.194
7693,0.14,0.77,0.24,0.003,0.062
7694,1.15,0.53,0.66,0.66,0.088
7695,1.96,0.5,0.5,0.5,0.196
7696,0.34,1.4,0.56,0.56,0.013
7697,0.15,1.19,0.61,0.61,0.164
7698,1.6,0.83,0.68,0.68,0.153
7699,0.22,0.79,0.59,0.59,0.119
7700,1.41,0.92,0.93,0.93,0.075
7701,0.7,0.57,0.3,0.005,0.065
7702,1.79,0.59,0.25,0.008,0.03
7703,0.37,0.36,0.41,0.002,0.06
7704,0.51,0.07,0.12,0.006,0.075
7705,1.22,0.46,0.37,0.004,0.105
7706,1.59,1.01,0.3,0.008,0.052
7707,0.79,0.32,0.64,0.64,0.044
7708,0.36,1.31,0.64,0.64,0.154
7709,0.67,0.73,0.92,0.92,0.057
7710,0.92,1.09,0.75,0.75,0.085
7711,0.76,0.62,0.65,0.65,0.044
7712,0.13,0.06,0.58,0.58,0.035
7713,0.62,0.44,0.31,0.002,0.136
7714,1.33,1.07,0.35,0.004,0.099
7715,0.86,1.3,0.89,0.89,0.02
7716,0.66,0.4,0.25,0.003,0.144
7717,1.89,0.95,0.36,0.003,0.178
7718,1.02,1.34,0.62,0.62,0.062
7719,1.47,0.21,0.33,0.005,0.106
7720,1.97,0.85,0.56,0.56,0.096
7721,0.85,0.24,0.49,0.001,0.021
7722,0.53,0.05,0.32,0.002,0.018
7723,0.81,1.25,0.15,0.002,0.156
7724,0.79,0.34,0.21,0.001,0.08
7725,1.84,0.75,0.92,0.92,0.142
7726,1.09,,0.53,0.53,0.075
7727,1.81,0.38,0.09,0.006,0.083
7728,0.27,1.45,0.84,0.84,0.14
7729,0.69,0.45,0.03,0.005,0.049
7730,0.41,1.22,0.29,0.006,0.101
7731,1.02,0.03,0.73,0.73,0.138
7732,1.15,0.77,0.77,0.77,0.019
7733,1.63,1.35,0.69,0.69,0.02
7734,1.16,0.4,0.25,0.002,0.09
7735,0.18,0.74,0.19,0.005,0.112
7736,1.0,1.38,0.68,0.68,0.198
7737,0.4,0.88,0.59,0.59,0.118
7738,1.43,0.68,0.42,0.005,0.108
7739,0.1,0.86,0.4,0.003,0.007
7740,0.66,0.03,0.62,0.62,0.024
7741,0.06,0.36,0.28,0.004,0.02
7742,0.41,0.72,0.25,0.007,0.02
7743,0.25,0.11,0.71,0.71,0.09
7744,0.43,0.9,0.79,0.79,0.199
7745,,1.47,0.14,0.0,0.065
7746,0.39,0.1,0.15,0.002,0.033
7747,0.75,1.29,0.18,0.001,0.134
7748,1.83,0.79,0.7,0.7,0.122
7749,0.28,1.11,0.2,0.008,0.052
7750,1.63,0.75,0.95,0.95,
7751,1.02,1.24,0.44,0.001,0.197
7752,1.29,1.01,0.03,0.006,0.013
7753,0.87,1.39,0.35,0.001,0.02
7754,0.86,1.29,0.39,0.005,0.016
7755,0.66,0.04,0.32,0.002,0.028
7756,1.13,0.24,0.59,0.59,0.051
7757,0.1,0.72,,0.008,0.011
7758,0.39,0.76,0.15,0.004,0.082
7759,1.38,0.63,0.97,0.97,0.017
7760,1.65,0.5,0.09,0.006,0.18
7761,0.74,0.84,0.22,0.004,0.043
7762,1.05,1.26,0.03,0.003,0.079
7763,0.04,0.55,0.58,0.58,0.127
7764,1.97,1.36,0.37,0.001,0.06
7765,1.15,0.25,0.04,0.003,0.135
7766,0.54,0.79,0.89,0.89,0.07
7767,1.9,1.18,0.46,0.007,0.112
7768,1.32,0.65,0.95,0.95,0.148
7769,1.78,0.01,0.75,0.75,0.153
7770,1.91,0.96,0.14,0.002,0.132
7771,1.39,0.66,0.7,0.7,0.126
7772,0.24,0.83,0.8,0.8,0.194
7773,1.93,0.78,0.55,0.55,0.17
7774,1.99,0.08,0.1,0.008,0.172
7775,0.85,0.14,0.41,0.006,0.183
7776,1.06,1.08,0.15,0.001,
7777,0.26,0.82,0.74,0.74,0.197
7778,0.98,0.33,0.49,0.007,0.062
7779,0.05,0.4,0.74,0.74,0.012
7780,1.41,1.08,0.38,0.002,0.15
7781,1.42,1.29,0.28,0.002,0.01
7782,1.71,1.35,0.85,0.85,0.1
7783,0.13,1.42,0.48,0.006,0.182
7784,0.99,0.31,0.01,0.007,0.19
7785,1.71,0.03,0.6,0.6,0.193
7786,1.23,1.48,0.57,0.57,0.106
7787,0.86,0.11,0.85,0.85,0.101
7788,0.65,0.2,0.45,0.005,0.013
7789,1.86,1.05,0.58,0.58,0.006
7790,0.63,1.03,0.18,0.004,0.031
7791,0.49,1.38,0.31,0.009,0.115
7792,0.31,0.74,0.55,0.55,0.093
7793,0.72,0.09,0.11,0.003,0.166
7794,0.13,1.04,0.26,0.001,0.157
7795,1.48,0.95,0.91,0.91,0.073
7796,0.47,1.02,0.4,0.0,0.02
7797,0.04,1.3,0.03,0.007,0.11
7798,1.66,1.08,0.32,0.001,0.017
7799,0.68,1.2,0.26,0.006,0.155
7800,1.95,0.99,0.05,0.009,0.156
7801,1.63,0.67,0.4,0.008,0.143
7802,1.33,1.08,0.44,0.005,0.093
7803,0.53,0.93,0.36,0.003,0.102
7804,0.62,0.88,0.25,0.002,0.167
7805,1.6,0.16,0.02,0.003,0.178
7806,0.13,0.3,0.2,0.003,0.05
7807,1.94,0.63,0.75,0.75,0.109
7808,0.51,1.49,0.24,0.003,0.02
7809,0.18,0.16,0.51,0.51,0.173
7810,0.14,0.75,0.51,0.51,0.093
7811,0.89,0.61,0.01,0.001,0.117
7812,0.08,1.44,0.34,0.004,0.172
7813,1.78,1.27,0.15,0.002,0.163
7814,1.32,0.76,0.23,0.004,0.128
7815,,0.14,0.36,0.005,0.1
7816,0.87,1.14,0.79,0.79,0.102
7817,1.54,0.64,0.26,0.006,0.2
7818,1.92,1.36,0.94,0.94,0.128
7819,0.07,0.53,0.02,0.001,0.028
7820,0.98,0.27,0.2,0.005,0.012
7821,0.91,0.65,0.51,0.51,0.023
7822,0.39,0.33,0.83,0.83,0.079
7823,1.65,0.8,0.54,0.54,0.163
7824,0.77,0.81,0.2,0.007,0.148
7825,0.48,1.36,0.73,0.73,0.164
7826,1.04,0.63,0.09,0.007,0.179
7827,1.37,1.46,0.59,0.59,0.141
7828,0.27,0.61,0.65,0.65,0.137
7829,1.05,0.96,0.32,0.008,0.049
7830,0.05,0.03,0.24,0.002,0.011
7831,1.5,0.68,0.8,0.8,0.193
7832,0.78,1.5,0.36,0.0,0.004
7833,0.58,1.07,0.52,0.52,0.103
7834,0.56,0.8,0.29,0.001,0.186
7835,0.36,0.55,0.03,0.005,0.19
7836,0.77,0.79,0.37,0.001,0.147
7837,1.45,0.65,0.57,0.57,0.19
7838,0.17,0.59,0.4,0.008,0.153
7839,0.02,0.47,0.28,0.005,0.141
7840,1.25,0.51,0.69,0.69,0.111
7841,1.83,0.77,0.67,0.67,0.089
7842,1.98,0.99,0.41,0.0,0.099
7843,1.48,0.91,0.74,0.74,0.074
7844,0.06,1.03,0.44,0.007,0.142
7845,1.64,1.39,0.3,0.005,0.156
7846,0.75,1.25,0.28,0.002,0.083
7847,0.81,1.27,0.53,0.53,0.057
7848,1.67,0.02,0.1,0.007,0.028
7849,0.44,0.67,0.59,0.59,0.042
7850,0.48,1.48,0.06,0.001,0.117
7851,1.76,0.33,0.17,0.0,0.126
7852,1.73,0.06,0.42,0.003,0.064
7853,0.98,0.79,0.72,0.72,0.115
7854,0.04,0.61,0.21,0.001,0.089
7855,1.38,0.13,0.36,0.002,0.117
7856,0.16,1.01,0.76,0.76,0.168
7857,1.49,1.45,0.42,0.009,0.159
7858,0.96,1.45,0.44,0.007,0.039
7859,0.99,0.87,0.39,0.002,0.17
7860,1.19,0.26,0.0,0.0,0.034
7861,0.28,1.16,0.0,0.0,0.005
7862,0.75,0.34,0.0,0.0,0.104
7863,0.93,1.44,0.0,0.0,0.199
7864,0.77,1.23,0.0,0.0,0.112
7865,0.31,1.1,0.0,0.0,0.072
7866,1.95,1.29,0.0,0.0,0.088
7867,0.8,0.63,0.0,0.0,0.112
7868,1.88,1.34,,0.0,0.116
7869,0.42,1.2,0.0,0.0,0.056
7870,0.96,1.41,0.0,0.0,0.13
7871,0.91,1.26,0.0,0.0,0.16
7872,0.79,0.37,0.0,0.0,0.118
7873,0.01,1.1,0.0,0.0,0.142
7874,0.84,0.04,0.0,0.0,0.123
7875,1.3,0.95,0.0,0.0,0.133
7876,0.25,0.41,0.0,0.0,0.158
7877,1.26,0.13,0.0,0.0,0.165
7878,1.56,1.15,0.0,0.0,0.044
7879,0.19,0.29,0.0,0.0,0.099
7880,0.4,0.71,0.0,0.0,0.022
7881,1.37,1.39,0.0,0.0,0.108
7882,0.3,0.14,0.0,0.0,0.044
7883,1.29,0.13,0.0,0.0,0.169
7884,0.89,0.7,0.0,0.0,0.122
7885,1.16,1.32,0.0,0.0,0.188
7886,1.08,1.18,0.0,0.0,0.105
7887,0.15,0.19,0.0,0.0,0.036
7888,1.23,0.84,0.0,0.0,0.063
7889,1.69,1.32,0.0,0.0,0.063
7890,0.36,0.64,0.0,0.0,0.005
7891,0.09,0.71,0.0,0.0,0.115
7892,0.3,1.24,0.0,0.0,0.098
7893,0.05,0.1,0.0,0.0,0.165
7894,1.27,0.21,0.0,0.0,0.092
7895,1.44,0.58,0.0,0.0,0.066
7896,0.16,0.23,0.0,0.0,0.093
7897,1.13,1.43,0.0,0.0,0.152
7898,1.82,0.44,0.0,0.0,0.022
7899,0.75,0.09,0.0,0.0,0.183
7900,1.33,0.18,0.0,0.0,0.041
7901,0.87,0.29,0.0,0.0,0.195
7902,0.36,,0.0,0.0,0.033
7903,1.95,0.56,0.0,0.0,0.006
7904,0.01,1.28,0.0,0.0,0.144
7905,0.75,1.26,0.0,0.0,0.097
7906,0.36,1.14,0.0,0.0,0.065
7907,1.99,0.81,0.0,0.0,0.098
7908,0.11,1.46,0.0,0.0,0.005
7909,1.05,0.31,0.0,0.0,0.17
7910,0.8,0.36,0.0,0.0,0.087
7911,1.32,0.83,0.0,0.0,0.072
7912,0.68,1.36,0.0,0.0,0.126
7913,0.82,0.1,0.0,0.0,0.044
7914,1.32,0.59,0.0,0.0,0.122
7915,0.04,0.6,0.0,0.0,0.016
7916,1.43,0.19,0.0,0.0,0.097
7917,0.75,0.2,0.0,0.0,0.104
7918,1.33,0.58,0.0,0.0,0.168
7919,1.43,1.34,0.0,0.0,0.069
7920,1.77,0.06,0.0,0.0,0.098
7921,1.93,0.45,0.0,0.0,0.124
7922,0.85,1.21,0.0,0.0,0.103
7923,0.2,0.64,0.0,0.0,0.132
